City	State	Year	Est. Population
Virginia Gardens village	Florida	2010	2375
Virginia Gardens village	Florida	2011	2385
Virginia Gardens village	Florida	2012	2445
Virginia Gardens village	Florida	2013	2467
Virginia Gardens village	Florida	2014	2481
Virginia Gardens village	Florida	2015	2481
Wellington village	Florida	2010	56712
Wellington village	Florida	2011	56870
Wellington village	Florida	2012	57597
Wellington village	Florida	2013	58759
Wellington village	Florida	2014	60290
Wellington village	Florida	2015	61515
Lazy Lake village	Florida	2010	24
Lazy Lake village	Florida	2011	24
Lazy Lake village	Florida	2012	25
Lazy Lake village	Florida	2013	25
Lazy Lake village	Florida	2014	25
Lazy Lake village	Florida	2015	25
Sea Ranch Lakes village	Florida	2010	670
Sea Ranch Lakes village	Florida	2011	672
Sea Ranch Lakes village	Florida	2012	683
Sea Ranch Lakes village	Florida	2013	696
Sea Ranch Lakes village	Florida	2014	705
Sea Ranch Lakes village	Florida	2015	712
Estero village	Florida	2010	28102
Estero village	Florida	2011	28158
Estero village	Florida	2012	28528
Estero village	Florida	2013	28991
Estero village	Florida	2014	29530
Estero village	Florida	2015	30074
Bal Harbour village	Florida	2010	2514
Bal Harbour village	Florida	2011	2524
Bal Harbour village	Florida	2012	2590
Bal Harbour village	Florida	2013	2616
Bal Harbour village	Florida	2014	2635
Bal Harbour village	Florida	2015	2640
Biscayne Park village	Florida	2010	3074
Biscayne Park village	Florida	2011	3085
Biscayne Park village	Florida	2012	3162
Biscayne Park village	Florida	2013	3189
Biscayne Park village	Florida	2014	3210
Biscayne Park village	Florida	2015	3211
El Portal village	Florida	2010	2395
El Portal village	Florida	2011	2403
El Portal village	Florida	2012	2461
El Portal village	Florida	2013	2481
El Portal village	Florida	2014	2493
El Portal village	Florida	2015	2490
Indian Creek village	Florida	2010	86
Indian Creek village	Florida	2011	86
Indian Creek village	Florida	2012	89
Indian Creek village	Florida	2013	90
Indian Creek village	Florida	2014	91
Indian Creek village	Florida	2015	91
Key Biscayne village	Florida	2010	12344
Key Biscayne village	Florida	2011	12395
Key Biscayne village	Florida	2012	12724
Key Biscayne village	Florida	2013	12854
Key Biscayne village	Florida	2014	12943
Key Biscayne village	Florida	2015	12957
Miami Shores village	Florida	2010	10329
Miami Shores village	Florida	2011	10406
Miami Shores village	Florida	2012	10687
Miami Shores village	Florida	2013	10855
Miami Shores village	Florida	2014	10650
Miami Shores village	Florida	2015	10885
Palmetto Bay village	Florida	2010	23408
Palmetto Bay village	Florida	2011	23499
Palmetto Bay village	Florida	2012	24115
Palmetto Bay village	Florida	2013	24354
Palmetto Bay village	Florida	2014	24547
Palmetto Bay village	Florida	2015	24574
Pinecrest village	Florida	2010	18223
Pinecrest village	Florida	2011	18300
Pinecrest village	Florida	2012	18812
Pinecrest village	Florida	2013	19033
Pinecrest village	Florida	2014	19210
Pinecrest village	Florida	2015	19299
Virginia Gardens village	Florida	2010	2375
Virginia Gardens village	Florida	2011	2385
Virginia Gardens village	Florida	2012	2445
Virginia Gardens village	Florida	2013	2467
Virginia Gardens village	Florida	2014	2481
Virginia Gardens village	Florida	2015	2481
Islamorada, Village of Islands village	Florida	2010	6109
Islamorada, Village of Islands village	Florida	2011	6126
Islamorada, Village of Islands village	Florida	2012	6197
Islamorada, Village of Islands village	Florida	2013	6275
Islamorada, Village of Islands village	Florida	2014	6406
Islamorada, Village of Islands village	Florida	2015	6500
Golf village	Florida	2010	252
Golf village	Florida	2011	253
Golf village	Florida	2012	255
Golf village	Florida	2013	260
Golf village	Florida	2014	262
Golf village	Florida	2015	266
North Palm Beach village	Florida	2010	12013
North Palm Beach village	Florida	2011	12038
North Palm Beach village	Florida	2012	12143
North Palm Beach village	Florida	2013	12293
North Palm Beach village	Florida	2014	12376
North Palm Beach village	Florida	2015	12490
Palm Springs village	Florida	2010	21137
Palm Springs village	Florida	2011	21177
Palm Springs village	Florida	2012	21380
Palm Springs village	Florida	2013	21662
Palm Springs village	Florida	2014	21797
Palm Springs village	Florida	2015	22064
Royal Palm Beach village	Florida	2010	34140
Royal Palm Beach village	Florida	2011	34237
Royal Palm Beach village	Florida	2012	34602
Royal Palm Beach village	Florida	2013	35211
Royal Palm Beach village	Florida	2014	36363
Royal Palm Beach village	Florida	2015	37032
Tequesta village	Florida	2010	5634
Tequesta village	Florida	2011	5647
Tequesta village	Florida	2012	5702
Tequesta village	Florida	2013	5774
Tequesta village	Florida	2014	5817
Tequesta village	Florida	2015	5878
Wellington village	Florida	2010	56712
Wellington village	Florida	2011	56870
Wellington village	Florida	2012	57597
Wellington village	Florida	2013	58759
Wellington village	Florida	2014	60290
Wellington village	Florida	2015	61515
Highland Park village	Florida	2010	230
Highland Park village	Florida	2011	230
Highland Park village	Florida	2012	233
Highland Park village	Florida	2013	235
Highland Park village	Florida	2014	238
Highland Park village	Florida	2015	243
Addieville village	Illinois	2010	252
Addieville village	Illinois	2011	252
Addieville village	Illinois	2012	249
Addieville village	Illinois	2013	249
Addieville village	Illinois	2014	245
Addieville village	Illinois	2015	245
Addison village	Illinois	2010	36967
Addison village	Illinois	2011	37019
Addison village	Illinois	2012	37174
Addison village	Illinois	2013	37257
Addison village	Illinois	2014	37360
Addison village	Illinois	2015	37315
Adeline village	Illinois	2010	85
Adeline village	Illinois	2011	85
Adeline village	Illinois	2012	84
Adeline village	Illinois	2013	84
Adeline village	Illinois	2014	83
Adeline village	Illinois	2015	83
Albany village	Illinois	2010	903
Albany village	Illinois	2011	903
Albany village	Illinois	2012	900
Albany village	Illinois	2013	891
Albany village	Illinois	2014	889
Albany village	Illinois	2015	887
Albers village	Illinois	2010	1190
Albers village	Illinois	2011	1193
Albers village	Illinois	2012	1198
Albers village	Illinois	2013	1188
Albers village	Illinois	2014	1178
Albers village	Illinois	2015	1178
Alexis village	Illinois	2010	831
Alexis village	Illinois	2011	831
Alexis village	Illinois	2012	830
Alexis village	Illinois	2013	824
Alexis village	Illinois	2014	818
Alexis village	Illinois	2015	820
Algonquin village	Illinois	2010	30049
Algonquin village	Illinois	2011	30072
Algonquin village	Illinois	2012	30000
Algonquin village	Illinois	2013	29953
Algonquin village	Illinois	2014	30427
Algonquin village	Illinois	2015	30387
Alhambra village	Illinois	2010	681
Alhambra village	Illinois	2011	681
Alhambra village	Illinois	2012	678
Alhambra village	Illinois	2013	673
Alhambra village	Illinois	2014	670
Alhambra village	Illinois	2015	665
Allendale village	Illinois	2010	475
Allendale village	Illinois	2011	474
Allendale village	Illinois	2012	471
Allendale village	Illinois	2013	469
Allendale village	Illinois	2014	463
Allendale village	Illinois	2015	461
Allenville village	Illinois	2010	148
Allenville village	Illinois	2011	148
Allenville village	Illinois	2012	148
Allenville village	Illinois	2013	148
Allenville village	Illinois	2014	147
Allenville village	Illinois	2015	146
Allerton village	Illinois	2010	291
Allerton village	Illinois	2011	291
Allerton village	Illinois	2012	291
Allerton village	Illinois	2013	289
Allerton village	Illinois	2014	289
Allerton village	Illinois	2015	289
Alma village	Illinois	2010	320
Alma village	Illinois	2011	320
Alma village	Illinois	2012	317
Alma village	Illinois	2013	317
Alma village	Illinois	2014	315
Alma village	Illinois	2015	315
Alorton village	Illinois	2010	2034
Alorton village	Illinois	2011	2033
Alorton village	Illinois	2012	2015
Alorton village	Illinois	2013	1991
Alorton village	Illinois	2014	1969
Alorton village	Illinois	2015	1953
Alpha village	Illinois	2010	671
Alpha village	Illinois	2011	670
Alpha village	Illinois	2012	667
Alpha village	Illinois	2013	663
Alpha village	Illinois	2014	657
Alpha village	Illinois	2015	653
Alsey village	Illinois	2010	227
Alsey village	Illinois	2011	226
Alsey village	Illinois	2012	222
Alsey village	Illinois	2013	225
Alsey village	Illinois	2014	222
Alsey village	Illinois	2015	220
Alsip village	Illinois	2010	19277
Alsip village	Illinois	2011	19292
Alsip village	Illinois	2012	19348
Alsip village	Illinois	2013	19412
Alsip village	Illinois	2014	19452
Alsip village	Illinois	2015	19434
Altona village	Illinois	2010	529
Altona village	Illinois	2011	529
Altona village	Illinois	2012	526
Altona village	Illinois	2013	522
Altona village	Illinois	2014	519
Altona village	Illinois	2015	516
Alto Pass village	Illinois	2010	391
Alto Pass village	Illinois	2011	389
Alto Pass village	Illinois	2012	388
Alto Pass village	Illinois	2013	387
Alto Pass village	Illinois	2014	385
Alto Pass village	Illinois	2015	383
Alvan village	Illinois	2010	270
Alvan village	Illinois	2011	270
Alvan village	Illinois	2012	270
Alvan village	Illinois	2013	268
Alvan village	Illinois	2014	268
Alvan village	Illinois	2015	266
Anchor village	Illinois	2010	146
Anchor village	Illinois	2011	146
Anchor village	Illinois	2012	146
Anchor village	Illinois	2013	147
Anchor village	Illinois	2014	148
Anchor village	Illinois	2015	147
Andalusia village	Illinois	2010	1178
Andalusia village	Illinois	2011	1181
Andalusia village	Illinois	2012	1188
Andalusia village	Illinois	2013	1200
Andalusia village	Illinois	2014	1196
Andalusia village	Illinois	2015	1187
Andover village	Illinois	2010	578
Andover village	Illinois	2011	578
Andover village	Illinois	2012	577
Andover village	Illinois	2013	575
Andover village	Illinois	2014	571
Andover village	Illinois	2015	572
Antioch village	Illinois	2010	14456
Antioch village	Illinois	2011	14467
Antioch village	Illinois	2012	14428
Antioch village	Illinois	2013	14397
Antioch village	Illinois	2014	14418
Antioch village	Illinois	2015	14404
Apple River village	Illinois	2010	365
Apple River village	Illinois	2011	364
Apple River village	Illinois	2012	365
Apple River village	Illinois	2013	363
Apple River village	Illinois	2014	360
Apple River village	Illinois	2015	360
Arenzville village	Illinois	2010	409
Arenzville village	Illinois	2011	409
Arenzville village	Illinois	2012	410
Arenzville village	Illinois	2013	404
Arenzville village	Illinois	2014	402
Arenzville village	Illinois	2015	396
Argenta village	Illinois	2010	946
Argenta village	Illinois	2011	949
Argenta village	Illinois	2012	947
Argenta village	Illinois	2013	940
Argenta village	Illinois	2014	935
Argenta village	Illinois	2015	923
Arlington village	Illinois	2010	193
Arlington village	Illinois	2011	193
Arlington village	Illinois	2012	191
Arlington village	Illinois	2013	190
Arlington village	Illinois	2014	189
Arlington village	Illinois	2015	188
Arlington Heights village	Illinois	2010	75106
Arlington Heights village	Illinois	2011	75178
Arlington Heights village	Illinois	2012	75407
Arlington Heights village	Illinois	2013	75783
Arlington Heights village	Illinois	2014	76009
Arlington Heights village	Illinois	2015	76057
Armington village	Illinois	2010	343
Armington village	Illinois	2011	343
Armington village	Illinois	2012	343
Armington village	Illinois	2013	344
Armington village	Illinois	2014	343
Armington village	Illinois	2015	340
Aroma Park village	Illinois	2010	741
Aroma Park village	Illinois	2011	741
Aroma Park village	Illinois	2012	739
Aroma Park village	Illinois	2013	734
Aroma Park village	Illinois	2014	727
Aroma Park village	Illinois	2015	719
Arrowsmith village	Illinois	2010	294
Arrowsmith village	Illinois	2011	294
Arrowsmith village	Illinois	2012	295
Arrowsmith village	Illinois	2013	296
Arrowsmith village	Illinois	2014	299
Arrowsmith village	Illinois	2015	295
Arthur village	Illinois	2010	2288
Arthur village	Illinois	2011	2286
Arthur village	Illinois	2012	2281
Arthur village	Illinois	2013	2285
Arthur village	Illinois	2014	2280
Arthur village	Illinois	2015	2281
Ashkum village	Illinois	2010	761
Ashkum village	Illinois	2011	760
Ashkum village	Illinois	2012	762
Ashkum village	Illinois	2013	755
Ashkum village	Illinois	2014	744
Ashkum village	Illinois	2015	742
Ashland village	Illinois	2010	1335
Ashland village	Illinois	2011	1336
Ashland village	Illinois	2012	1334
Ashland village	Illinois	2013	1311
Ashland village	Illinois	2014	1304
Ashland village	Illinois	2015	1281
Ashmore village	Illinois	2010	785
Ashmore village	Illinois	2011	785
Ashmore village	Illinois	2012	780
Ashmore village	Illinois	2013	779
Ashmore village	Illinois	2014	777
Ashmore village	Illinois	2015	770
Ashton village	Illinois	2010	972
Ashton village	Illinois	2011	969
Ashton village	Illinois	2012	955
Ashton village	Illinois	2013	940
Ashton village	Illinois	2014	932
Ashton village	Illinois	2015	926
Atwood village	Illinois	2010	1222
Atwood village	Illinois	2011	1221
Atwood village	Illinois	2012	1213
Atwood village	Illinois	2013	1208
Atwood village	Illinois	2014	1196
Atwood village	Illinois	2015	1198
Augusta village	Illinois	2010	587
Augusta village	Illinois	2011	586
Augusta village	Illinois	2012	584
Augusta village	Illinois	2013	578
Augusta village	Illinois	2014	568
Augusta village	Illinois	2015	568
Aviston village	Illinois	2010	1951
Aviston village	Illinois	2011	1970
Aviston village	Illinois	2012	2023
Aviston village	Illinois	2013	2043
Aviston village	Illinois	2014	2068
Aviston village	Illinois	2015	2076
Avon village	Illinois	2010	799
Avon village	Illinois	2011	799
Avon village	Illinois	2012	795
Avon village	Illinois	2013	786
Avon village	Illinois	2014	776
Avon village	Illinois	2015	765
Baldwin village	Illinois	2010	373
Baldwin village	Illinois	2011	373
Baldwin village	Illinois	2012	368
Baldwin village	Illinois	2013	361
Baldwin village	Illinois	2014	358
Baldwin village	Illinois	2015	353
Banner village	Illinois	2010	189
Banner village	Illinois	2011	189
Banner village	Illinois	2012	189
Banner village	Illinois	2013	187
Banner village	Illinois	2014	185
Banner village	Illinois	2015	183
Bannockburn village	Illinois	2010	1583
Bannockburn village	Illinois	2011	1584
Bannockburn village	Illinois	2012	1602
Bannockburn village	Illinois	2013	1635
Bannockburn village	Illinois	2014	1576
Bannockburn village	Illinois	2015	1574
Bardolph village	Illinois	2010	251
Bardolph village	Illinois	2011	251
Bardolph village	Illinois	2012	250
Bardolph village	Illinois	2013	251
Bardolph village	Illinois	2014	249
Bardolph village	Illinois	2015	244
Barrington village	Illinois	2010	10321
Barrington village	Illinois	2011	10331
Barrington village	Illinois	2012	10331
Barrington village	Illinois	2013	10337
Barrington village	Illinois	2014	10359
Barrington village	Illinois	2015	10372
Barrington Hills village	Illinois	2010	4221
Barrington Hills village	Illinois	2011	4225
Barrington Hills village	Illinois	2012	4227
Barrington Hills village	Illinois	2013	4232
Barrington Hills village	Illinois	2014	4240
Barrington Hills village	Illinois	2015	4258
Bartelso village	Illinois	2010	599
Bartelso village	Illinois	2011	599
Bartelso village	Illinois	2012	604
Bartelso village	Illinois	2013	603
Bartelso village	Illinois	2014	601
Bartelso village	Illinois	2015	601
Bartlett village	Illinois	2010	41227
Bartlett village	Illinois	2011	41272
Bartlett village	Illinois	2012	41436
Bartlett village	Illinois	2013	41566
Bartlett village	Illinois	2014	41682
Bartlett village	Illinois	2015	41649
Bartonville village	Illinois	2010	6471
Bartonville village	Illinois	2011	6458
Bartonville village	Illinois	2012	6441
Bartonville village	Illinois	2013	6447
Bartonville village	Illinois	2014	6474
Bartonville village	Illinois	2015	6422
Basco village	Illinois	2010	98
Basco village	Illinois	2011	98
Basco village	Illinois	2012	98
Basco village	Illinois	2013	97
Basco village	Illinois	2014	96
Basco village	Illinois	2015	96
Batchtown village	Illinois	2010	214
Batchtown village	Illinois	2011	213
Batchtown village	Illinois	2012	213
Batchtown village	Illinois	2013	211
Batchtown village	Illinois	2014	212
Batchtown village	Illinois	2015	209
Bath village	Illinois	2010	333
Bath village	Illinois	2011	333
Bath village	Illinois	2012	327
Bath village	Illinois	2013	323
Bath village	Illinois	2014	318
Bath village	Illinois	2015	310
Baylis village	Illinois	2010	205
Baylis village	Illinois	2011	204
Baylis village	Illinois	2012	204
Baylis village	Illinois	2013	203
Baylis village	Illinois	2014	201
Baylis village	Illinois	2015	200
Bay View Gardens village	Illinois	2010	380
Bay View Gardens village	Illinois	2011	380
Bay View Gardens village	Illinois	2012	381
Bay View Gardens village	Illinois	2013	380
Bay View Gardens village	Illinois	2014	386
Bay View Gardens village	Illinois	2015	392
Beach Park village	Illinois	2010	13795
Beach Park village	Illinois	2011	13827
Beach Park village	Illinois	2012	13831
Beach Park village	Illinois	2013	13845
Beach Park village	Illinois	2014	13920
Beach Park village	Illinois	2015	13982
Beaverville village	Illinois	2010	362
Beaverville village	Illinois	2011	361
Beaverville village	Illinois	2012	359
Beaverville village	Illinois	2013	354
Beaverville village	Illinois	2014	348
Beaverville village	Illinois	2015	346
Beckemeyer village	Illinois	2010	1040
Beckemeyer village	Illinois	2011	1041
Beckemeyer village	Illinois	2012	1042
Beckemeyer village	Illinois	2013	1034
Beckemeyer village	Illinois	2014	1023
Beckemeyer village	Illinois	2015	1018
Bedford Park village	Illinois	2010	580
Bedford Park village	Illinois	2011	581
Bedford Park village	Illinois	2012	580
Bedford Park village	Illinois	2013	580
Bedford Park village	Illinois	2014	579
Bedford Park village	Illinois	2015	577
Beecher village	Illinois	2010	4359
Beecher village	Illinois	2011	4374
Beecher village	Illinois	2012	4405
Beecher village	Illinois	2013	4432
Beecher village	Illinois	2014	4457
Beecher village	Illinois	2015	4458
Beecher City village	Illinois	2010	463
Beecher City village	Illinois	2011	462
Beecher City village	Illinois	2012	460
Beecher City village	Illinois	2013	460
Beecher City village	Illinois	2014	458
Beecher City village	Illinois	2015	456
Belgium village	Illinois	2010	409
Belgium village	Illinois	2011	409
Belgium village	Illinois	2012	409
Belgium village	Illinois	2013	407
Belgium village	Illinois	2014	405
Belgium village	Illinois	2015	403
Belknap village	Illinois	2010	104
Belknap village	Illinois	2011	104
Belknap village	Illinois	2012	105
Belknap village	Illinois	2013	106
Belknap village	Illinois	2014	105
Belknap village	Illinois	2015	105
Belle Rive village	Illinois	2010	361
Belle Rive village	Illinois	2011	360
Belle Rive village	Illinois	2012	361
Belle Rive village	Illinois	2013	361
Belle Rive village	Illinois	2014	361
Belle Rive village	Illinois	2015	360
Bellevue village	Illinois	2010	1993
Bellevue village	Illinois	2011	1990
Bellevue village	Illinois	2012	1984
Bellevue village	Illinois	2013	1984
Bellevue village	Illinois	2014	1986
Bellevue village	Illinois	2015	1971
Bellflower village	Illinois	2010	360
Bellflower village	Illinois	2011	360
Bellflower village	Illinois	2012	359
Bellflower village	Illinois	2013	358
Bellflower village	Illinois	2014	360
Bellflower village	Illinois	2015	353
Bellmont village	Illinois	2010	276
Bellmont village	Illinois	2011	275
Bellmont village	Illinois	2012	274
Bellmont village	Illinois	2013	272
Bellmont village	Illinois	2014	271
Bellmont village	Illinois	2015	269
Bellwood village	Illinois	2010	19071
Bellwood village	Illinois	2011	19084
Bellwood village	Illinois	2012	19121
Bellwood village	Illinois	2013	19155
Bellwood village	Illinois	2014	19178
Bellwood village	Illinois	2015	19159
Bement village	Illinois	2010	1730
Bement village	Illinois	2011	1729
Bement village	Illinois	2012	1742
Bement village	Illinois	2013	1724
Bement village	Illinois	2014	1699
Bement village	Illinois	2015	1694
Bensenville village	Illinois	2010	18352
Bensenville village	Illinois	2011	18369
Bensenville village	Illinois	2012	18440
Bensenville village	Illinois	2013	18474
Bensenville village	Illinois	2014	18521
Bensenville village	Illinois	2015	18494
Benson village	Illinois	2010	429
Benson village	Illinois	2011	429
Benson village	Illinois	2012	430
Benson village	Illinois	2013	429
Benson village	Illinois	2014	430
Benson village	Illinois	2015	429
Berkeley village	Illinois	2010	5209
Berkeley village	Illinois	2011	5212
Berkeley village	Illinois	2012	5223
Berkeley village	Illinois	2013	5232
Berkeley village	Illinois	2014	5238
Berkeley village	Illinois	2015	5232
Berlin village	Illinois	2010	180
Berlin village	Illinois	2011	180
Berlin village	Illinois	2012	181
Berlin village	Illinois	2013	181
Berlin village	Illinois	2014	180
Berlin village	Illinois	2015	180
Bethalto village	Illinois	2010	9521
Bethalto village	Illinois	2011	9524
Bethalto village	Illinois	2012	9499
Bethalto village	Illinois	2013	9466
Bethalto village	Illinois	2014	9426
Bethalto village	Illinois	2015	9384
Bethany village	Illinois	2010	1352
Bethany village	Illinois	2011	1352
Bethany village	Illinois	2012	1351
Bethany village	Illinois	2013	1350
Bethany village	Illinois	2014	1338
Bethany village	Illinois	2015	1328
Biggsville village	Illinois	2010	304
Biggsville village	Illinois	2011	304
Biggsville village	Illinois	2012	299
Biggsville village	Illinois	2013	293
Biggsville village	Illinois	2014	289
Biggsville village	Illinois	2015	291
Big Rock village	Illinois	2010	1134
Big Rock village	Illinois	2011	1135
Big Rock village	Illinois	2012	1143
Big Rock village	Illinois	2013	1146
Big Rock village	Illinois	2014	1150
Big Rock village	Illinois	2015	1160
Bingham village	Illinois	2010	83
Bingham village	Illinois	2011	83
Bingham village	Illinois	2012	83
Bingham village	Illinois	2013	83
Bingham village	Illinois	2014	83
Bingham village	Illinois	2015	83
Bishop Hill village	Illinois	2010	128
Bishop Hill village	Illinois	2011	128
Bishop Hill village	Illinois	2012	128
Bishop Hill village	Illinois	2013	127
Bishop Hill village	Illinois	2014	127
Bishop Hill village	Illinois	2015	126
Bismarck village	Illinois	2010	579
Bismarck village	Illinois	2011	579
Bismarck village	Illinois	2012	576
Bismarck village	Illinois	2013	571
Bismarck village	Illinois	2014	567
Bismarck village	Illinois	2015	560
Blandinsville village	Illinois	2010	651
Blandinsville village	Illinois	2011	651
Blandinsville village	Illinois	2012	647
Blandinsville village	Illinois	2013	646
Blandinsville village	Illinois	2014	640
Blandinsville village	Illinois	2015	627
Bloomingdale village	Illinois	2010	22070
Bloomingdale village	Illinois	2011	22095
Bloomingdale village	Illinois	2012	22196
Bloomingdale village	Illinois	2013	22257
Bloomingdale village	Illinois	2014	22332
Bloomingdale village	Illinois	2015	22315
Blue Mound village	Illinois	2010	1158
Blue Mound village	Illinois	2011	1158
Blue Mound village	Illinois	2012	1159
Blue Mound village	Illinois	2013	1148
Blue Mound village	Illinois	2014	1138
Blue Mound village	Illinois	2015	1124
Bluffs village	Illinois	2010	715
Bluffs village	Illinois	2011	712
Bluffs village	Illinois	2012	697
Bluffs village	Illinois	2013	704
Bluffs village	Illinois	2014	692
Bluffs village	Illinois	2015	686
Bluford village	Illinois	2010	688
Bluford village	Illinois	2011	687
Bluford village	Illinois	2012	685
Bluford village	Illinois	2013	683
Bluford village	Illinois	2014	681
Bluford village	Illinois	2015	676
Bolingbrook village	Illinois	2010	73366
Bolingbrook village	Illinois	2011	73489
Bolingbrook village	Illinois	2012	73783
Bolingbrook village	Illinois	2013	73969
Bolingbrook village	Illinois	2014	73987
Bolingbrook village	Illinois	2015	74145
Bondville village	Illinois	2010	443
Bondville village	Illinois	2011	444
Bondville village	Illinois	2012	445
Bondville village	Illinois	2013	446
Bondville village	Illinois	2014	448
Bondville village	Illinois	2015	447
Bone Gap village	Illinois	2010	246
Bone Gap village	Illinois	2011	246
Bone Gap village	Illinois	2012	245
Bone Gap village	Illinois	2013	247
Bone Gap village	Illinois	2014	246
Bone Gap village	Illinois	2015	245
Bonfield village	Illinois	2010	382
Bonfield village	Illinois	2011	382
Bonfield village	Illinois	2012	382
Bonfield village	Illinois	2013	381
Bonfield village	Illinois	2014	378
Bonfield village	Illinois	2015	376
Bonnie village	Illinois	2010	397
