City	Incorporation	State	Year	Population
Evangeline 	parish	Louisiana	2012	33717
Evangeline 	parish	Louisiana	2013	33791
Evangeline 	parish	Louisiana	2014	33745
Evangeline 	parish	Louisiana	2015	33743
Evangeline 	parish	Louisiana	2010	19082
Evangeline 	parish	Louisiana	2011	19016
Evangeline 	parish	Louisiana	2012	18949
Evangeline 	parish	Louisiana	2013	19041
Evangeline 	parish	Louisiana	2014	19046
Evangeline 	parish	Louisiana	2015	19086
Franklin 	parish	Louisiana	2010	20820
Franklin 	parish	Louisiana	2011	20772
Franklin 	parish	Louisiana	2012	20599
Franklin 	parish	Louisiana	2013	20522
Franklin 	parish	Louisiana	2014	20449
Franklin 	parish	Louisiana	2015	20410
Franklin 	parish	Louisiana	2010	14107
Franklin 	parish	Louisiana	2011	14092
Franklin 	parish	Louisiana	2012	13985
Franklin 	parish	Louisiana	2013	13948
Franklin 	parish	Louisiana	2014	13911
Franklin 	parish	Louisiana	2015	13904
Grant 	parish	Louisiana	2010	22347
Grant 	parish	Louisiana	2011	22369
Grant 	parish	Louisiana	2012	22380
Grant 	parish	Louisiana	2013	22336
Grant 	parish	Louisiana	2014	22382
Grant 	parish	Louisiana	2015	22343
Grant 	parish	Louisiana	2010	18602
Grant 	parish	Louisiana	2011	18633
Grant 	parish	Louisiana	2012	18652
Grant 	parish	Louisiana	2013	18627
Grant 	parish	Louisiana	2014	18674
Grant 	parish	Louisiana	2015	18651
Iberia 	parish	Louisiana	2010	35836
Iberia 	parish	Louisiana	2011	35998
Iberia 	parish	Louisiana	2012	36240
Iberia 	parish	Louisiana	2013	36394
Iberia 	parish	Louisiana	2014	36425
Iberia 	parish	Louisiana	2015	36539
Iberville 	parish	Louisiana	2010	33364
Iberville 	parish	Louisiana	2011	33337
Iberville 	parish	Louisiana	2012	33307
Iberville 	parish	Louisiana	2013	33326
Iberville 	parish	Louisiana	2014	33079
Iberville 	parish	Louisiana	2015	33095
Iberville 	parish	Louisiana	2010	15174
Iberville 	parish	Louisiana	2011	15171
Iberville 	parish	Louisiana	2012	15112
Iberville 	parish	Louisiana	2013	15074
Iberville 	parish	Louisiana	2014	14890
Iberville 	parish	Louisiana	2015	14836
Jackson 	parish	Louisiana	2010	16292
Jackson 	parish	Louisiana	2011	16348
Jackson 	parish	Louisiana	2012	16239
Jackson 	parish	Louisiana	2013	16119
Jackson 	parish	Louisiana	2014	15980
Jackson 	parish	Louisiana	2015	15858
Jackson 	parish	Louisiana	2010	9544
Jackson 	parish	Louisiana	2011	9583
Jackson 	parish	Louisiana	2012	9520
Jackson 	parish	Louisiana	2013	9450
Jackson 	parish	Louisiana	2014	9366
Jackson 	parish	Louisiana	2015	9295
Jefferson Davis 	parish	Louisiana	2010	31627
Jefferson Davis 	parish	Louisiana	2011	31577
Jefferson Davis 	parish	Louisiana	2012	31427
Jefferson Davis 	parish	Louisiana	2013	31286
Jefferson Davis 	parish	Louisiana	2014	31439
Jefferson Davis 	parish	Louisiana	2015	31439
Jefferson Davis 	parish	Louisiana	2010	13759
Jefferson Davis 	parish	Louisiana	2011	13765
Jefferson Davis 	parish	Louisiana	2012	13721
Jefferson Davis 	parish	Louisiana	2013	13690
Jefferson Davis 	parish	Louisiana	2014	13793
Jefferson Davis 	parish	Louisiana	2015	13791
LaSalle 	parish	Louisiana	2010	14918
LaSalle 	parish	Louisiana	2011	14953
LaSalle 	parish	Louisiana	2012	14873
LaSalle 	parish	Louisiana	2013	14826
LaSalle 	parish	Louisiana	2014	14871
LaSalle 	parish	Louisiana	2015	14974
LaSalle 	parish	Louisiana	2010	8422
LaSalle 	parish	Louisiana	2011	8445
LaSalle 	parish	Louisiana	2012	8395
LaSalle 	parish	Louisiana	2013	8367
LaSalle 	parish	Louisiana	2014	8403
LaSalle 	parish	Louisiana	2015	8468
Lincoln 	parish	Louisiana	2010	46863
Lincoln 	parish	Louisiana	2011	47066
Lincoln 	parish	Louisiana	2012	47088
Lincoln 	parish	Louisiana	2013	47390
Lincoln 	parish	Louisiana	2014	47429
Lincoln 	parish	Louisiana	2015	47774
Lincoln 	parish	Louisiana	2010	16871
Lincoln 	parish	Louisiana	2011	16956
Lincoln 	parish	Louisiana	2012	16949
Lincoln 	parish	Louisiana	2013	16964
Lincoln 	parish	Louisiana	2014	16937
Lincoln 	parish	Louisiana	2015	17017
Madison 	parish	Louisiana	2010	12099
Madison 	parish	Louisiana	2011	11969
Madison 	parish	Louisiana	2012	12191
Madison 	parish	Louisiana	2013	11896
Madison 	parish	Louisiana	2014	11793
Madison 	parish	Louisiana	2015	11514
Morehouse 	parish	Louisiana	2010	27895
Morehouse 	parish	Louisiana	2011	27490
Morehouse 	parish	Louisiana	2012	27433
Morehouse 	parish	Louisiana	2013	26996
Morehouse 	parish	Louisiana	2014	26744
Morehouse 	parish	Louisiana	2015	26395
Morehouse 	parish	Louisiana	2010	15236
Morehouse 	parish	Louisiana	2011	15034
Morehouse 	parish	Louisiana	2012	15015
Morehouse 	parish	Louisiana	2013	14792
Morehouse 	parish	Louisiana	2014	14597
Morehouse 	parish	Louisiana	2015	14425
Natchitoches 	parish	Louisiana	2010	39526
Natchitoches 	parish	Louisiana	2011	39538
Natchitoches 	parish	Louisiana	2012	39476
Natchitoches 	parish	Louisiana	2013	39213
Natchitoches 	parish	Louisiana	2014	39242
Natchitoches 	parish	Louisiana	2015	39179
Natchitoches 	parish	Louisiana	2010	17231
Natchitoches 	parish	Louisiana	2011	17238
Natchitoches 	parish	Louisiana	2012	17191
Natchitoches 	parish	Louisiana	2013	17081
Natchitoches 	parish	Louisiana	2014	17101
Natchitoches 	parish	Louisiana	2015	17094
Plaquemines 	parish	Louisiana	2010	23124
Plaquemines 	parish	Louisiana	2011	23642
Plaquemines 	parish	Louisiana	2012	23896
Plaquemines 	parish	Louisiana	2013	23585
Plaquemines 	parish	Louisiana	2014	23375
Plaquemines 	parish	Louisiana	2015	23495
Pointe Coupee 	parish	Louisiana	2010	22757
Pointe Coupee 	parish	Louisiana	2011	22822
Pointe Coupee 	parish	Louisiana	2012	22697
Pointe Coupee 	parish	Louisiana	2013	22397
Pointe Coupee 	parish	Louisiana	2014	22325
Pointe Coupee 	parish	Louisiana	2015	22251
Pointe Coupee 	parish	Louisiana	2010	14962
Pointe Coupee 	parish	Louisiana	2011	15007
Pointe Coupee 	parish	Louisiana	2012	14929
Pointe Coupee 	parish	Louisiana	2013	14734
Pointe Coupee 	parish	Louisiana	2014	14691
Pointe Coupee 	parish	Louisiana	2015	14646
Red River 	parish	Louisiana	2010	9058
Red River 	parish	Louisiana	2011	9049
Red River 	parish	Louisiana	2012	9022
Red River 	parish	Louisiana	2013	8867
Red River 	parish	Louisiana	2014	8661
Red River 	parish	Louisiana	2015	8593
Red River 	parish	Louisiana	2010	5994
Red River 	parish	Louisiana	2011	5992
Red River 	parish	Louisiana	2012	5975
Red River 	parish	Louisiana	2013	5871
Red River 	parish	Louisiana	2014	5734
Red River 	parish	Louisiana	2015	5690
Richland 	parish	Louisiana	2010	20742
Richland 	parish	Louisiana	2011	20893
Richland 	parish	Louisiana	2012	20909
Richland 	parish	Louisiana	2013	20875
Richland 	parish	Louisiana	2014	20684
Richland 	parish	Louisiana	2015	20523
Richland 	parish	Louisiana	2010	13437
Richland 	parish	Louisiana	2011	13463
Richland 	parish	Louisiana	2012	13491
Richland 	parish	Louisiana	2013	13490
Richland 	parish	Louisiana	2014	13387
Richland 	parish	Louisiana	2015	13312
Sabine 	parish	Louisiana	2010	24234
Sabine 	parish	Louisiana	2011	24428
Sabine 	parish	Louisiana	2012	24303
Sabine 	parish	Louisiana	2013	24206
Sabine 	parish	Louisiana	2014	24116
Sabine 	parish	Louisiana	2015	24186
Sabine 	parish	Louisiana	2010	17125
Sabine 	parish	Louisiana	2011	17279
Sabine 	parish	Louisiana	2012	17211
Sabine 	parish	Louisiana	2013	17156
Sabine 	parish	Louisiana	2014	17100
Sabine 	parish	Louisiana	2015	17160
St. Bernard 	parish	Louisiana	2010	36812
St. Bernard 	parish	Louisiana	2011	39502
St. Bernard 	parish	Louisiana	2012	41509
St. Bernard 	parish	Louisiana	2013	43409
St. Bernard 	parish	Louisiana	2014	44462
St. Bernard 	parish	Louisiana	2015	45408
St. Helena 	parish	Louisiana	2010	11167
St. Helena 	parish	Louisiana	2011	11010
St. Helena 	parish	Louisiana	2012	11038
St. Helena 	parish	Louisiana	2013	10845
St. Helena 	parish	Louisiana	2014	10629
St. Helena 	parish	Louisiana	2015	10567
St. Helena 	parish	Louisiana	2010	10184
St. Helena 	parish	Louisiana	2011	10039
St. Helena 	parish	Louisiana	2012	10065
St. Helena 	parish	Louisiana	2013	9888
St. Helena 	parish	Louisiana	2014	9689
St. Helena 	parish	Louisiana	2015	9632
St. James 	parish	Louisiana	2010	22006
St. James 	parish	Louisiana	2011	21817
St. James 	parish	Louisiana	2012	21668
St. James 	parish	Louisiana	2013	21631
St. James 	parish	Louisiana	2014	21568
St. James 	parish	Louisiana	2015	21567
St. James 	parish	Louisiana	2010	14870
St. James 	parish	Louisiana	2011	14754
St. James 	parish	Louisiana	2012	14744
St. James 	parish	Louisiana	2013	14740
St. James 	parish	Louisiana	2014	14725
St. James 	parish	Louisiana	2015	14737
St. John the Baptist 	parish	Louisiana	2010	45621
St. John the Baptist 	parish	Louisiana	2011	45049
St. John the Baptist 	parish	Louisiana	2012	44737
St. John the Baptist 	parish	Louisiana	2013	43618
St. John the Baptist 	parish	Louisiana	2014	43773
St. John the Baptist 	parish	Louisiana	2015	43626
St. Landry 	parish	Louisiana	2010	44917
St. Landry 	parish	Louisiana	2011	44934
St. Landry 	parish	Louisiana	2012	45035
St. Landry 	parish	Louisiana	2013	45119
St. Landry 	parish	Louisiana	2014	45329
St. Landry 	parish	Louisiana	2015	45407
St. Martin 	parish	Louisiana	2010	35525
St. Martin 	parish	Louisiana	2011	35967
St. Martin 	parish	Louisiana	2012	35906
St. Martin 	parish	Louisiana	2013	36081
St. Martin 	parish	Louisiana	2014	36349
St. Martin 	parish	Louisiana	2015	36764
St. Mary 	parish	Louisiana	2010	21055
St. Mary 	parish	Louisiana	2011	20902
St. Mary 	parish	Louisiana	2012	20684
St. Mary 	parish	Louisiana	2013	20692
St. Mary 	parish	Louisiana	2014	20597
St. Mary 	parish	Louisiana	2015	20457
Tensas 	parish	Louisiana	2010	5224
Tensas 	parish	Louisiana	2011	5086
Union 	parish	Louisiana	2010	22829
Union 	parish	Louisiana	2011	22766
Union 	parish	Louisiana	2012	22528
Union 	parish	Louisiana	2013	22412
Union 	parish	Louisiana	2014	22481
Union 	parish	Louisiana	2015	22477
Union 	parish	Louisiana	2010	15608
Union 	parish	Louisiana	2011	15572
Union 	parish	Louisiana	2012	15409
Union 	parish	Louisiana	2013	15329
Union 	parish	Louisiana	2014	15387
Union 	parish	Louisiana	2015	15397
Vermilion 	parish	Louisiana	2010	35141
Vermilion 	parish	Louisiana	2011	35322
Vermilion 	parish	Louisiana	2012	35575
Vermilion 	parish	Louisiana	2013	36089
Vermilion 	parish	Louisiana	2014	36344
Vermilion 	parish	Louisiana	2015	36573
Vernon 	parish	Louisiana	2010	39218
Vernon 	parish	Louisiana	2011	38903
Vernon 	parish	Louisiana	2012	40267
Vernon 	parish	Louisiana	2013	39392
Vernon 	parish	Louisiana	2014	38944
Vernon 	parish	Louisiana	2015	37928
Washington 	parish	Louisiana	2010	47099
Washington 	parish	Louisiana	2011	47138
Washington 	parish	Louisiana	2012	46636
Washington 	parish	Louisiana	2013	46349
Washington 	parish	Louisiana	2014	46287
Washington 	parish	Louisiana	2015	46371
Washington 	parish	Louisiana	2010	30476
Washington 	parish	Louisiana	2011	30515
Washington 	parish	Louisiana	2012	30206
Washington 	parish	Louisiana	2013	30038
Washington 	parish	Louisiana	2014	30014
Washington 	parish	Louisiana	2015	30086
Webster 	parish	Louisiana	2010	41192
Webster 	parish	Louisiana	2011	41225
Webster 	parish	Louisiana	2012	40907
Webster 	parish	Louisiana	2013	40657
Webster 	parish	Louisiana	2014	40276
Webster 	parish	Louisiana	2015	40021
Webster 	parish	Louisiana	2010	16790
Webster 	parish	Louisiana	2011	16807
Webster 	parish	Louisiana	2012	16672
Webster 	parish	Louisiana	2013	16570
Webster 	parish	Louisiana	2014	16432
Webster 	parish	Louisiana	2015	16358
West Baton Rouge 	parish	Louisiana	2010	23948
West Baton Rouge 	parish	Louisiana	2011	24078
West Baton Rouge 	parish	Louisiana	2012	24067
West Baton Rouge 	parish	Louisiana	2013	24572
West Baton Rouge 	parish	Louisiana	2014	25140
West Baton Rouge 	parish	Louisiana	2015	25490
West Baton Rouge 	parish	Louisiana	2010	12503
West Baton Rouge 	parish	Louisiana	2011	12512
West Baton Rouge 	parish	Louisiana	2012	12445
West Baton Rouge 	parish	Louisiana	2013	12664
West Baton Rouge 	parish	Louisiana	2014	12833
West Baton Rouge 	parish	Louisiana	2015	12986
West Carroll 	parish	Louisiana	2010	11578
West Carroll 	parish	Louisiana	2011	11517
West Carroll 	parish	Louisiana	2012	11493
West Carroll 	parish	Louisiana	2013	11448
West Carroll 	parish	Louisiana	2014	11518
West Carroll 	parish	Louisiana	2015	11293
West Carroll 	parish	Louisiana	2010	8079
West Carroll 	parish	Louisiana	2011	8039
West Carroll 	parish	Louisiana	2012	8025
West Carroll 	parish	Louisiana	2013	8001
West Carroll 	parish	Louisiana	2014	8057
West Carroll 	parish	Louisiana	2015	7900
West Feliciana 	parish	Louisiana	2010	15624
West Feliciana 	parish	Louisiana	2011	15468
West Feliciana 	parish	Louisiana	2012	15436
West Feliciana 	parish	Louisiana	2013	15425
West Feliciana 	parish	Louisiana	2014	15363
West Feliciana 	parish	Louisiana	2015	15385
West Feliciana 	parish	Louisiana	2010	13865
West Feliciana 	parish	Louisiana	2011	13746
West Feliciana 	parish	Louisiana	2012	13726
West Feliciana 	parish	Louisiana	2013	13689
West Feliciana 	parish	Louisiana	2014	13654
West Feliciana 	parish	Louisiana	2015	13685
Winn 	parish	Louisiana	2010	15282
Winn 	parish	Louisiana	2011	15136
Winn 	parish	Louisiana	2012	15048
Winn 	parish	Louisiana	2013	14777
Winn 	parish	Louisiana	2014	14746
Winn 	parish	Louisiana	2015	14568
Winn 	parish	Louisiana	2010	9599
Winn 	parish	Louisiana	2011	9521
Winn 	parish	Louisiana	2012	9471
Winn 	parish	Louisiana	2013	9312
Winn 	parish	Louisiana	2014	9295
Winn 	parish	Louisiana	2015	9192
Allendale 	borough	New Jersey	2010	6519
Allendale 	borough	New Jersey	2011	6600
Allendale 	borough	New Jersey	2012	6652
Allendale 	borough	New Jersey	2013	6731
Allendale 	borough	New Jersey	2014	6779
Allendale 	borough	New Jersey	2015	6822
Audubon 	borough	New Jersey	2010	8815
Audubon 	borough	New Jersey	2011	8803
Audubon 	borough	New Jersey	2012	8788
Audubon 	borough	New Jersey	2013	8749
Audubon 	borough	New Jersey	2014	8728
Audubon 	borough	New Jersey	2015	8730
Barrington 	borough	New Jersey	2010	6975
Barrington 	borough	New Jersey	2011	6932
Barrington 	borough	New Jersey	2012	6898
Barrington 	borough	New Jersey	2013	6850
Barrington 	borough	New Jersey	2014	6827
Barrington 	borough	New Jersey	2015	6817
Beachwood 	borough	New Jersey	2010	11056
Beachwood 	borough	New Jersey	2011	11060
Beachwood 	borough	New Jersey	2012	11038
Beachwood 	borough	New Jersey	2013	11109
Beachwood 	borough	New Jersey	2014	11203
Beachwood 	borough	New Jersey	2015	11214
Bellmawr 	borough	New Jersey	2010	11585
Bellmawr 	borough	New Jersey	2011	11575
Bellmawr 	borough	New Jersey	2012	11557
Bellmawr 	borough	New Jersey	2013	11503
Bellmawr 	borough	New Jersey	2014	11469
Bellmawr 	borough	New Jersey	2015	11462
Belmar 	borough	New Jersey	2010	5801
Belmar 	borough	New Jersey	2011	5778
Belmar 	borough	New Jersey	2012	5764
Belmar 	borough	New Jersey	2013	5747
Belmar 	borough	New Jersey	2014	5719
Belmar 	borough	New Jersey	2015	5712
Bergenfield 	borough	New Jersey	2010	26810
Bergenfield 	borough	New Jersey	2011	27022
Bergenfield 	borough	New Jersey	2012	27231
Bergenfield 	borough	New Jersey	2013	27380
Bergenfield 	borough	New Jersey	2014	27503
Bergenfield 	borough	New Jersey	2015	27621
Berlin 	borough	New Jersey	2010	7630
Berlin 	borough	New Jersey	2011	7638
Berlin 	borough	New Jersey	2012	7647
Berlin 	borough	New Jersey	2013	7617
Berlin 	borough	New Jersey	2014	7599
Berlin 	borough	New Jersey	2015	7590
Bernardsville 	borough	New Jersey	2010	7728
Bernardsville 	borough	New Jersey	2011	7761
Bernardsville 	borough	New Jersey	2012	7777
Bernardsville 	borough	New Jersey	2013	7784
Bernardsville 	borough	New Jersey	2014	7798
Bernardsville 	borough	New Jersey	2015	7801
Bloomingdale 	borough	New Jersey	2010	7663
Bloomingdale 	borough	New Jersey	2011	7713
Bloomingdale 	borough	New Jersey	2012	7722
Bloomingdale 	borough	New Jersey	2013	7746
Bloomingdale 	borough	New Jersey	2014	8203
Bloomingdale 	borough	New Jersey	2015	8215
Bogota 	borough	New Jersey	2010	8202
Bogota 	borough	New Jersey	2011	8263
Bogota 	borough	New Jersey	2012	8273
Bogota 	borough	New Jersey	2013	8318
Bogota 	borough	New Jersey	2014	8357
Bogota 	borough	New Jersey	2015	8400
Bound Brook 	borough	New Jersey	2010	10417
Bound Brook 	borough	New Jersey	2011	10475
Bound Brook 	borough	New Jersey	2012	10514
Bound Brook 	borough	New Jersey	2013	10530
Bound Brook 	borough	New Jersey	2014	10527
Bound Brook 	borough	New Jersey	2015	10497
Butler 	borough	New Jersey	2010	7556
Butler 	borough	New Jersey	2011	7609
Butler 	borough	New Jersey	2012	7629
Butler 	borough	New Jersey	2013	7661
Butler 	borough	New Jersey	2014	7688
Butler 	borough	New Jersey	2015	7701
Caldwell 	borough	New Jersey	2010	7823
Caldwell 	borough	New Jersey	2011	7874
Caldwell 	borough	New Jersey	2012	7869
