State	County	Year	Population
North Carolina	Caswell County	2012	21001
North Carolina	Caswell County	2013	21059
North Carolina	Caswell County	2014	20793
North Carolina	Caswell County	2015	20776
North Carolina	Catawba County	2010	154303
North Carolina	Catawba County	2011	154143
North Carolina	Catawba County	2012	154499
North Carolina	Catawba County	2013	154734
North Carolina	Catawba County	2014	154618
North Carolina	Catawba County	2015	155056
North Carolina	Catawba County	2010	83400
North Carolina	Catawba County	2011	83276
North Carolina	Catawba County	2012	83447
North Carolina	Catawba County	2013	83571
North Carolina	Catawba County	2014	83410
North Carolina	Catawba County	2015	83610
North Carolina	Chatham County	2010	63781
North Carolina	Chatham County	2011	65179
North Carolina	Chatham County	2012	65772
North Carolina	Chatham County	2013	66668
North Carolina	Chatham County	2014	68609
North Carolina	Chatham County	2015	70928
North Carolina	Chatham County	2010	50389
North Carolina	Chatham County	2011	51519
North Carolina	Chatham County	2012	51959
North Carolina	Chatham County	2013	52718
North Carolina	Chatham County	2014	54367
North Carolina	Chatham County	2015	56333
North Carolina	Cherokee County	2010	27428
North Carolina	Cherokee County	2011	27138
North Carolina	Cherokee County	2012	26978
North Carolina	Cherokee County	2013	27078
North Carolina	Cherokee County	2014	27087
North Carolina	Cherokee County	2015	27178
North Carolina	Cherokee County	2010	24016
North Carolina	Cherokee County	2011	23763
North Carolina	Cherokee County	2012	23627
North Carolina	Cherokee County	2013	23710
North Carolina	Cherokee County	2014	23728
North Carolina	Cherokee County	2015	23811
North Carolina	Chowan County	2010	14746
North Carolina	Chowan County	2011	14811
North Carolina	Chowan County	2012	14727
North Carolina	Chowan County	2013	14734
North Carolina	Chowan County	2014	14616
North Carolina	Chowan County	2015	14394
North Carolina	Chowan County	2010	9759
North Carolina	Chowan County	2011	9812
North Carolina	Chowan County	2012	9756
North Carolina	Chowan County	2013	9760
North Carolina	Chowan County	2014	9687
North Carolina	Chowan County	2015	9545
North Carolina	Clay County	2010	10582
North Carolina	Clay County	2011	10662
North Carolina	Clay County	2012	10667
North Carolina	Clay County	2013	10629
North Carolina	Clay County	2014	10618
North Carolina	Clay County	2015	10703
North Carolina	Clay County	2010	10239
North Carolina	Clay County	2011	10309
North Carolina	Clay County	2012	10317
North Carolina	Clay County	2013	10280
North Carolina	Clay County	2014	10257
North Carolina	Clay County	2015	10339
North Carolina	Cleveland County	2010	97989
North Carolina	Cleveland County	2011	97558
North Carolina	Cleveland County	2012	97440
North Carolina	Cleveland County	2013	97006
North Carolina	Cleveland County	2014	97007
North Carolina	Cleveland County	2015	96879
North Carolina	Cleveland County	2010	57078
North Carolina	Cleveland County	2011	56770
North Carolina	Cleveland County	2012	56625
North Carolina	Cleveland County	2013	56313
North Carolina	Cleveland County	2014	56234
North Carolina	Cleveland County	2015	56051
North Carolina	Columbus County	2010	57925
North Carolina	Columbus County	2011	57811
North Carolina	Columbus County	2012	57572
North Carolina	Columbus County	2013	57136
North Carolina	Columbus County	2014	56938
North Carolina	Columbus County	2015	56694
North Carolina	Columbus County	2010	41656
North Carolina	Columbus County	2011	41552
North Carolina	Columbus County	2012	41304
North Carolina	Columbus County	2013	40877
North Carolina	Columbus County	2014	40622
North Carolina	Columbus County	2015	40422
North Carolina	Craven County	2010	103939
North Carolina	Craven County	2011	104705
North Carolina	Craven County	2012	105327
North Carolina	Craven County	2013	104419
North Carolina	Craven County	2014	104350
North Carolina	Craven County	2015	103451
North Carolina	Craven County	2010	43847
North Carolina	Craven County	2011	44000
North Carolina	Craven County	2012	44127
North Carolina	Craven County	2013	43805
North Carolina	Craven County	2014	43849
North Carolina	Craven County	2015	43445
North Carolina	Cumberland County	2010	320150
North Carolina	Cumberland County	2011	323865
North Carolina	Cumberland County	2012	323143
North Carolina	Cumberland County	2013	326354
North Carolina	Cumberland County	2014	325814
North Carolina	Cumberland County	2015	323838
North Carolina	Cumberland County	2010	85834
North Carolina	Cumberland County	2011	87073
North Carolina	Cumberland County	2012	86596
North Carolina	Cumberland County	2013	86704
North Carolina	Cumberland County	2014	86913
North Carolina	Cumberland County	2015	86648
North Carolina	Currituck County	2010	23663
North Carolina	Currituck County	2011	23900
North Carolina	Currituck County	2012	24032
North Carolina	Currituck County	2013	24340
North Carolina	Currituck County	2014	24927
North Carolina	Currituck County	2015	25263
North Carolina	Dare County	2010	33986
North Carolina	Dare County	2011	34193
North Carolina	Dare County	2012	34463
North Carolina	Dare County	2013	34913
North Carolina	Dare County	2014	35083
North Carolina	Dare County	2015	35663
North Carolina	Dare County	2010	16833
North Carolina	Dare County	2011	16931
North Carolina	Dare County	2012	17076
North Carolina	Dare County	2013	17294
North Carolina	Dare County	2014	17357
North Carolina	Dare County	2015	17612
North Carolina	Davidson County	2010	162884
North Carolina	Davidson County	2011	163340
North Carolina	Davidson County	2012	163516
North Carolina	Davidson County	2013	163788
North Carolina	Davidson County	2014	164067
North Carolina	Davidson County	2015	164622
North Carolina	Davidson County	2010	102744
North Carolina	Davidson County	2011	103018
North Carolina	Davidson County	2012	103122
North Carolina	Davidson County	2013	103229
North Carolina	Davidson County	2014	103193
North Carolina	Davidson County	2015	103548
North Carolina	Davie County	2010	41281
North Carolina	Davie County	2011	41344
North Carolina	Davie County	2012	41325
North Carolina	Davie County	2013	41490
North Carolina	Davie County	2014	41322
North Carolina	Davie County	2015	41753
North Carolina	Davie County	2010	32746
North Carolina	Davie County	2011	32786
North Carolina	Davie County	2012	32760
North Carolina	Davie County	2013	32882
North Carolina	Davie County	2014	32735
North Carolina	Davie County	2015	33069
North Carolina	Duplin County	2010	58690
North Carolina	Duplin County	2011	59395
North Carolina	Duplin County	2012	59595
North Carolina	Duplin County	2013	59499
North Carolina	Duplin County	2014	59618
North Carolina	Duplin County	2015	59159
North Carolina	Duplin County	2010	44331
North Carolina	Duplin County	2011	44844
North Carolina	Duplin County	2012	44978
North Carolina	Duplin County	2013	44841
North Carolina	Duplin County	2014	44872
North Carolina	Duplin County	2015	44510
North Carolina	Durham County	2010	270878
North Carolina	Durham County	2011	276552
North Carolina	Durham County	2012	282614
North Carolina	Durham County	2013	288642
North Carolina	Durham County	2014	295323
North Carolina	Durham County	2015	300952
North Carolina	Durham County	2010	37713
North Carolina	Durham County	2011	38289
North Carolina	Durham County	2012	38545
North Carolina	Durham County	2013	38652
North Carolina	Durham County	2014	38752
North Carolina	Durham County	2015	39190
North Carolina	Edgecombe County	2010	56607
North Carolina	Edgecombe County	2011	56096
North Carolina	Edgecombe County	2012	55735
North Carolina	Edgecombe County	2013	55522
North Carolina	Edgecombe County	2014	54898
North Carolina	Edgecombe County	2015	54150
North Carolina	Edgecombe County	2010	22625
North Carolina	Edgecombe County	2011	22383
North Carolina	Edgecombe County	2012	22287
North Carolina	Edgecombe County	2013	22182
North Carolina	Edgecombe County	2014	21847
North Carolina	Edgecombe County	2015	21531
North Carolina	Forsyth County	2010	351463
North Carolina	Forsyth County	2011	354510
North Carolina	Forsyth County	2012	357919
North Carolina	Forsyth County	2013	361379
North Carolina	Forsyth County	2014	365593
North Carolina	Forsyth County	2015	369019
North Carolina	Forsyth County	2010	55776
North Carolina	Forsyth County	2011	56370
North Carolina	Forsyth County	2012	56908
North Carolina	Forsyth County	2013	57504
North Carolina	Forsyth County	2014	58017
North Carolina	Forsyth County	2015	58938
North Carolina	Franklin County	2010	60837
North Carolina	Franklin County	2011	61109
North Carolina	Franklin County	2012	61586
North Carolina	Franklin County	2013	62272
North Carolina	Franklin County	2014	62805
North Carolina	Franklin County	2015	63710
North Carolina	Franklin County	2010	52935
North Carolina	Franklin County	2011	53135
North Carolina	Franklin County	2012	53507
North Carolina	Franklin County	2013	54048
North Carolina	Franklin County	2014	54501
North Carolina	Franklin County	2015	55254
North Carolina	Gaston County	2010	206077
North Carolina	Gaston County	2011	206943
North Carolina	Gaston County	2012	208161
North Carolina	Gaston County	2013	209450
North Carolina	Gaston County	2014	211040
North Carolina	Gaston County	2015	213442
North Carolina	Gaston County	2010	77789
North Carolina	Gaston County	2011	78116
North Carolina	Gaston County	2012	78319
North Carolina	Gaston County	2013	78859
North Carolina	Gaston County	2014	79446
North Carolina	Gaston County	2015	80301
North Carolina	Gates County	2010	12160
North Carolina	Gates County	2011	12070
North Carolina	Gates County	2012	11911
North Carolina	Gates County	2013	11657
North Carolina	Gates County	2014	11550
North Carolina	Gates County	2015	11431
North Carolina	Gates County	2010	11840
North Carolina	Gates County	2011	11749
North Carolina	Gates County	2012	11596
North Carolina	Gates County	2013	11349
North Carolina	Gates County	2014	11245
North Carolina	Gates County	2015	11129
North Carolina	Graham County	2010	8869
North Carolina	Graham County	2011	8789
North Carolina	Graham County	2012	8705
North Carolina	Graham County	2013	8737
North Carolina	Graham County	2014	8651
North Carolina	Graham County	2015	8616
North Carolina	Graham County	2010	8197
North Carolina	Graham County	2011	8123
North Carolina	Graham County	2012	8047
North Carolina	Graham County	2013	8078
North Carolina	Graham County	2014	7999
North Carolina	Graham County	2015	7967
North Carolina	Granville County	2010	57652
North Carolina	Granville County	2011	57673
North Carolina	Granville County	2012	57782
North Carolina	Granville County	2013	58061
North Carolina	Granville County	2014	58357
North Carolina	Granville County	2015	58674
North Carolina	Granville County	2010	36551
North Carolina	Granville County	2011	36493
North Carolina	Granville County	2012	36456
North Carolina	Granville County	2013	36569
North Carolina	Granville County	2014	36695
North Carolina	Granville County	2015	36855
North Carolina	Greene County	2010	21372
North Carolina	Greene County	2011	21675
North Carolina	Greene County	2012	21383
North Carolina	Greene County	2013	21199
North Carolina	Greene County	2014	21247
North Carolina	Greene County	2015	21134
North Carolina	Greene County	2010	19153
North Carolina	Greene County	2011	19423
North Carolina	Greene County	2012	19155
North Carolina	Greene County	2013	18985
North Carolina	Greene County	2014	19045
North Carolina	Greene County	2015	18941
North Carolina	Guilford County	2010	489489
North Carolina	Guilford County	2011	495126
North Carolina	Guilford County	2012	501029
North Carolina	Guilford County	2013	507100
North Carolina	Guilford County	2014	512959
North Carolina	Guilford County	2015	517600
North Carolina	Guilford County	2010	85655
North Carolina	Guilford County	2011	86562
North Carolina	Guilford County	2012	87362
North Carolina	Guilford County	2013	88510
North Carolina	Guilford County	2014	89562
North Carolina	Guilford County	2015	90333
North Carolina	Halifax County	2010	54532
North Carolina	Halifax County	2011	54248
North Carolina	Halifax County	2012	53927
North Carolina	Halifax County	2013	53387
North Carolina	Halifax County	2014	53019
North Carolina	Halifax County	2015	52456
North Carolina	Halifax County	2010	31345
North Carolina	Halifax County	2011	31057
North Carolina	Halifax County	2012	30848
North Carolina	Halifax County	2013	30531
North Carolina	Halifax County	2014	30260
North Carolina	Halifax County	2015	29927
North Carolina	Harnett County	2010	115728
North Carolina	Harnett County	2011	119189
North Carolina	Harnett County	2012	122237
North Carolina	Harnett County	2013	125168
North Carolina	Harnett County	2014	126865
North Carolina	Harnett County	2015	128140
North Carolina	Harnett County	2010	92320
North Carolina	Harnett County	2011	95298
North Carolina	Harnett County	2012	97924
North Carolina	Harnett County	2013	100439
North Carolina	Harnett County	2014	101945
North Carolina	Harnett County	2015	102970
North Carolina	Haywood County	2010	58958
North Carolina	Haywood County	2011	58703
North Carolina	Haywood County	2012	58781
North Carolina	Haywood County	2013	59120
North Carolina	Haywood County	2014	59380
North Carolina	Haywood County	2015	59868
North Carolina	Haywood County	2010	42533
North Carolina	Haywood County	2011	42366
North Carolina	Haywood County	2012	42558
North Carolina	Haywood County	2013	42786
North Carolina	Haywood County	2014	43011
North Carolina	Haywood County	2015	43375
North Carolina	Henderson County	2010	106951
North Carolina	Henderson County	2011	107514
North Carolina	Henderson County	2012	108081
North Carolina	Henderson County	2013	109404
North Carolina	Henderson County	2014	110939
North Carolina	Henderson County	2015	112655
North Carolina	Henderson County	2010	74497
North Carolina	Henderson County	2011	74872
North Carolina	Henderson County	2012	75270
North Carolina	Henderson County	2013	76184
North Carolina	Henderson County	2014	77270
North Carolina	Henderson County	2015	78458
North Carolina	Hertford County	2010	24599
North Carolina	Hertford County	2011	24493
North Carolina	Hertford County	2012	24395
North Carolina	Hertford County	2013	24389
North Carolina	Hertford County	2014	24380
North Carolina	Hertford County	2015	24184
North Carolina	Hertford County	2010	15350
North Carolina	Hertford County	2011	15300
North Carolina	Hertford County	2012	15190
North Carolina	Hertford County	2013	15167
North Carolina	Hertford County	2014	15066
North Carolina	Hertford County	2015	14938
North Carolina	Hoke County	2010	47473
North Carolina	Hoke County	2011	49472
North Carolina	Hoke County	2012	50462
North Carolina	Hoke County	2013	51125
North Carolina	Hoke County	2014	51644
North Carolina	Hoke County	2015	52671
North Carolina	Hoke County	2010	42839
North Carolina	Hoke County	2011	44663
North Carolina	Hoke County	2012	45638
North Carolina	Hoke County	2013	46271
North Carolina	Hoke County	2014	46846
North Carolina	Hoke County	2015	47811
North Carolina	Hyde County	2010	5813
North Carolina	Hyde County	2011	5830
North Carolina	Hyde County	2012	5733
North Carolina	Hyde County	2013	5715
North Carolina	Hyde County	2014	5661
North Carolina	Hyde County	2015	5526
North Carolina	Iredell County	2010	159798
North Carolina	Iredell County	2011	161111
North Carolina	Iredell County	2012	162774
North Carolina	Iredell County	2013	164756
North Carolina	Iredell County	2014	166822
North Carolina	Iredell County	2015	169866
North Carolina	Iredell County	2010	98153
North Carolina	Iredell County	2011	98913
North Carolina	Iredell County	2012	99893
North Carolina	Iredell County	2013	101064
North Carolina	Iredell County	2014	102286
North Carolina	Iredell County	2015	104119
North Carolina	Jackson County	2010	40345
North Carolina	Jackson County	2011	40204
North Carolina	Jackson County	2012	40565
North Carolina	Jackson County	2013	41030
North Carolina	Jackson County	2014	40998
North Carolina	Jackson County	2015	41265
North Carolina	Jackson County	2010	36792
North Carolina	Jackson County	2011	36650
North Carolina	Jackson County	2012	37012
North Carolina	Jackson County	2013	37442
North Carolina	Jackson County	2014	37411
North Carolina	Jackson County	2015	37657
North Carolina	Johnston County	2010	169643
North Carolina	Johnston County	2011	172791
North Carolina	Johnston County	2012	174812
North Carolina	Johnston County	2013	177758
North Carolina	Johnston County	2014	180959
North Carolina	Johnston County	2015	185660
North Carolina	Johnston County	2010	119881
North Carolina	Johnston County	2011	122049
North Carolina	Johnston County	2012	123340
North Carolina	Johnston County	2013	125200
North Carolina	Johnston County	2014	127155
North Carolina	Johnston County	2015	130277
North Carolina	Jones County	2010	10078
North Carolina	Jones County	2011	10265
North Carolina	Jones County	2012	10277
North Carolina	Jones County	2013	10202
North Carolina	Jones County	2014	10074
North Carolina	Jones County	2015	10013
North Carolina	Jones County	2010	8467
North Carolina	Jones County	2011	8623
North Carolina	Jones County	2012	8634
North Carolina	Jones County	2013	8570
North Carolina	Jones County	2014	8462
North Carolina	Jones County	2015	8410
North Carolina	Lee County	2010	57887
North Carolina	Lee County	2011	58552
North Carolina	Lee County	2012	59365
North Carolina	Lee County	2013	59927
North Carolina	Lee County	2014	59588
North Carolina	Lee County	2015	59660
North Carolina	Lee County	2010	28529
North Carolina	Lee County	2011	28797
North Carolina	Lee County	2012	29190
North Carolina	Lee County	2013	29455
North Carolina	Lee County	2014	29281
North Carolina	Lee County	2015	29278
North Carolina	Lenoir County	2010	59450
North Carolina	Lenoir County	2011	59425
North Carolina	Lenoir County	2012	59142
North Carolina	Lenoir County	2013	58840
North Carolina	Lenoir County	2014	58399
North Carolina	Lenoir County	2015	58106
North Carolina	Lenoir County	2010	34154
North Carolina	Lenoir County	2011	34127
North Carolina	Lenoir County	2012	33898
North Carolina	Lenoir County	2013	33724
North Carolina	Lenoir County	2014	33442
North Carolina	Lenoir County	2015	33242
North Carolina	Lincoln County	2010	78406
North Carolina	Lincoln County	2011	78539
North Carolina	Lincoln County	2012	78963
North Carolina	Lincoln County	2013	79475
North Carolina	Lincoln County	2014	79880
North Carolina	Lincoln County	2015	81035
North Carolina	Lincoln County	2010	67899
North Carolina	Lincoln County	2011	68005
North Carolina	Lincoln County	2012	68364
North Carolina	Lincoln County	2013	68797
North Carolina	Lincoln County	2014	69138
North Carolina	Lincoln County	2015	70133
North Carolina	McDowell County	2010	45071
North Carolina	McDowell County	2011	44957
North Carolina	McDowell County	2012	44969
North Carolina	McDowell County	2013	44936
North Carolina	McDowell County	2014	44954
North Carolina	McDowell County	2015	44989
North Carolina	McDowell County	2010	36130
North Carolina	McDowell County	2011	36067
North Carolina	McDowell County	2012	36110
North Carolina	McDowell County	2013	36115
North Carolina	McDowell County	2014	36158
North Carolina	McDowell County	2015	36217
North Carolina	Macon County	2010	33941
North Carolina	Macon County	2011	33848
North Carolina	Macon County	2012	33836
North Carolina	Macon County	2013	33819
North Carolina	Macon County	2014	33889
North Carolina	Macon County	2015	34201
North Carolina	Macon County	2010	29115
North Carolina	Macon County	2011	29035
North Carolina	Macon County	2012	29023
North Carolina	Macon County	2013	29006
North Carolina	Macon County	2014	29061
North Carolina	Macon County	2015	29328
North Carolina	Madison County	2010	20777
North Carolina	Madison County	2011	20825
North Carolina	Madison County	2012	20878
North Carolina	Madison County	2013	21125
North Carolina	Madison County	2014	21166
North Carolina	Madison County	2015	21139
North Carolina	Madison County	2010	17380
North Carolina	Madison County	2011	17355
North Carolina	Madison County	2012	17318
North Carolina	Madison County	2013	17462
North Carolina	Madison County	2014	17471
North Carolina	Madison County	2015	17445
North Carolina	Martin County	2010	24460
North Carolina	Martin County	2011	24237
North Carolina	Martin County	2012	23892
North Carolina	Martin County	2013	23709
North Carolina	Martin County	2014	23448
North Carolina	Martin County	2015	23357
North Carolina	Martin County	2010	15449
North Carolina	Martin County	2011	15295
North Carolina	Martin County	2012	15077
North Carolina	Martin County	2013	14944
North Carolina	Martin County	2014	14765
North Carolina	Martin County	2015	14698
North Carolina	Mecklenburg County	2010	923314
North Carolina	Mecklenburg County	2011	945108
North Carolina	Mecklenburg County	2012	968428
North Carolina	Mecklenburg County	2013	991904
North Carolina	Mecklenburg County	2014	1011928
North Carolina	Mecklenburg County	2015	1034070
North Carolina	Mecklenburg County	2010	43963
North Carolina	Mecklenburg County	2011	44983
North Carolina	Mecklenburg County	2012	46070
North Carolina	Mecklenburg County	2013	47158
North Carolina	Mecklenburg County	2014	48106
North Carolina	Mecklenburg County	2015	49141
North Carolina	Mitchell County	2010	15535
North Carolina	Mitchell County	2011	15376
North Carolina	Mitchell County	2012	15375
North Carolina	Mitchell County	2013	15323
North Carolina	Mitchell County	2014	15330
North Carolina	Mitchell County	2015	15246
North Carolina	Mitchell County	2010	12924
North Carolina	Mitchell County	2011	12788
North Carolina	Mitchell County	2012	12793
North Carolina	Mitchell County	2013	12746
North Carolina	Mitchell County	2014	12735
North Carolina	Mitchell County	2015	12660
North Carolina	Montgomery County	2010	27744
North Carolina	Montgomery County	2011	27862
North Carolina	Montgomery County	2012	27653
North Carolina	Montgomery County	2013	27531
North Carolina	Montgomery County	2014	27410
North Carolina	Montgomery County	2015	27548
North Carolina	Montgomery County	2010	19645
North Carolina	Montgomery County	2011	19724
North Carolina	Montgomery County	2012	19596
North Carolina	Montgomery County	2013	19536
North Carolina	Montgomery County	2014	19439
North Carolina	Montgomery County	2015	19539
North Carolina	Moore County	2010	88607
North Carolina	Moore County	2011	89384
North Carolina	Moore County	2012	90347
North Carolina	Moore County	2013	91564
North Carolina	Moore County	2014	93066
North Carolina	Moore County	2015	94352
North Carolina	Moore County	2010	44620
North Carolina	Moore County	2011	44924
North Carolina	Moore County	2012	45264
North Carolina	Moore County	2013	45692
North Carolina	Moore County	2014	46286
North Carolina	Moore County	2015	46720
North Carolina	Nash County	2010	95840
North Carolina	Nash County	2011	95711
North Carolina	Nash County	2012	95255
North Carolina	Nash County	2013	94475
North Carolina	Nash County	2014	94249
North Carolina	Nash County	2015	93919
North Carolina	Nash County	2010	41066
North Carolina	Nash County	2011	41002
North Carolina	Nash County	2012	40869
North Carolina	Nash County	2013	40381
North Carolina	Nash County	2014	40306
North Carolina	Nash County	2015	40229
North Carolina	New Hanover County	2010	203298
North Carolina	New Hanover County	2011	205970
North Carolina	New Hanover County	2012	209219
North Carolina	New Hanover County	2013	213324
North Carolina	New Hanover County	2014	216585
North Carolina	New Hanover County	2015	220358
North Carolina	New Hanover County	2010	86275
North Carolina	New Hanover County	2011	87386
North Carolina	New Hanover County	2012	88821
North Carolina	New Hanover County	2013	90586
North Carolina	New Hanover County	2014	91976
North Carolina	New Hanover County	2015	93633
North Carolina	Northampton County	2010	21996
North Carolina	Northampton County	2011	21960
North Carolina	Northampton County	2012	21303
North Carolina	Northampton County	2013	20797
North Carolina	Northampton County	2014	20567
North Carolina	Northampton County	2015	20426
North Carolina	Northampton County	2010	15667
North Carolina	Northampton County	2011	15652
North Carolina	Northampton County	2012	15142
North Carolina	Northampton County	2013	14759
North Carolina	Northampton County	2014	14629
North Carolina	Northampton County	2015	14525
North Carolina	Onslow County	2010	179595
North Carolina	Onslow County	2011	177857
North Carolina	Onslow County	2012	183769
North Carolina	Onslow County	2013	185560
North Carolina	Onslow County	2014	185267
North Carolina	Onslow County	2015	186311
North Carolina	Onslow County	2010	102120
North Carolina	Onslow County	2011	102987
North Carolina	Onslow County	2012	107161
North Carolina	Onslow County	2013	109217
North Carolina	Onslow County	2014	109943
North Carolina	Onslow County	2015	110978
North Carolina	Orange County	2010	134043
North Carolina	Orange County	2011	134759
North Carolina	Orange County	2012	137662
North Carolina	Orange County	2013	139287
North Carolina	Orange County	2014	140160
North Carolina	Orange County	2015	141354
North Carolina	Orange County	2010	51975
North Carolina	Orange County	2011	52317
North Carolina	Orange County	2012	53345
North Carolina	Orange County	2013	54170
North Carolina	Orange County	2014	54507
North Carolina	Orange County	2015	55086
North Carolina	Pamlico County	2010	13103
North Carolina	Pamlico County	2011	13291
North Carolina	Pamlico County	2012	13033
North Carolina	Pamlico County	2013	12894
North Carolina	Pamlico County	2014	12909
North Carolina	Pamlico County	2015	12781
North Carolina	Pamlico County	2010	7741
North Carolina	Pamlico County	2011	7860
North Carolina	Pamlico County	2012	7702
North Carolina	Pamlico County	2013	7613
North Carolina	Pamlico County	2014	7626
North Carolina	Pamlico County	2015	7547
North Carolina	Pasquotank County	2010	40721
North Carolina	Pasquotank County	2011	40376
North Carolina	Pasquotank County	2012	40517
North Carolina	Pasquotank County	2013	39739
North Carolina	Pasquotank County	2014	39628
North Carolina	Pasquotank County	2015	39829
North Carolina	Pasquotank County	2010	22073
North Carolina	Pasquotank County	2011	22086
North Carolina	Pasquotank County	2012	22098
North Carolina	Pasquotank County	2013	21789
North Carolina	Pasquotank County	2014	21802
North Carolina	Pasquotank County	2015	21887
North Carolina	Pender County	2010	52350
North Carolina	Pender County	2011	53292
North Carolina	Pender County	2012	53872
North Carolina	Pender County	2013	54968
North Carolina	Pender County	2014	56086
North Carolina	Pender County	2015	57611
North Carolina	Pender County	2010	45613
North Carolina	Pender County	2011	46420
North Carolina	Pender County	2012	46913
North Carolina	Pender County	2013	47863
North Carolina	Pender County	2014	48874
North Carolina	Pender County	2015	50243
North Carolina	Perquimans County	2010	13483
North Carolina	Perquimans County	2011	13461
North Carolina	Perquimans County	2012	13536
North Carolina	Perquimans County	2013	13590
North Carolina	Perquimans County	2014	13462
North Carolina	Perquimans County	2015	13440
North Carolina	Perquimans County	2010	10735
North Carolina	Perquimans County	2011	10715
North Carolina	Perquimans County	2012	10775
North Carolina	Perquimans County	2013	10825
North Carolina	Perquimans County	2014	10712
North Carolina	Perquimans County	2015	10692
North Carolina	Person County	2010	39421
North Carolina	Person County	2011	39520
North Carolina	Person County	2012	39173
North Carolina	Person County	2013	39232
North Carolina	Person County	2014	39125
North Carolina	Person County	2015	39259
North Carolina	Person County	2010	31074
North Carolina	Person County	2011	31148
North Carolina	Person County	2012	30868
North Carolina	Person County	2013	30911
North Carolina	Person County	2014	30822
North Carolina	Person County	2015	30925
North Carolina	Pitt County	2010	168822
North Carolina	Pitt County	2011	170782
North Carolina	Pitt County	2012	172924
North Carolina	Pitt County	2013	174339
North Carolina	Pitt County	2014	175103
North Carolina	Pitt County	2015	175842
North Carolina	Pitt County	2010	59575
North Carolina	Pitt County	2011	60023
North Carolina	Pitt County	2012	60505
North Carolina	Pitt County	2013	60537
North Carolina	Pitt County	2014	60653
North Carolina	Pitt County	2015	60457
North Carolina	Polk County	2010	20450
North Carolina	Polk County	2011	20292
North Carolina	Polk County	2012	20249
North Carolina	Polk County	2013	20390
North Carolina	Polk County	2014	20337
North Carolina	Polk County	2015	20366
North Carolina	Polk County	2010	17112
North Carolina	Polk County	2011	16997
North Carolina	Polk County	2012	16956
North Carolina	Polk County	2013	17071
North Carolina	Polk County	2014	17022
North Carolina	Polk County	2015	17045
North Carolina	Randolph County	2010	141929
North Carolina	Randolph County	2011	141830
North Carolina	Randolph County	2012	142268
North Carolina	Randolph County	2013	142336
North Carolina	Randolph County	2014	142617
North Carolina	Randolph County	2015	142799
North Carolina	Randolph County	2010	88198
North Carolina	Randolph County	2011	87998
North Carolina	Randolph County	2012	88151
North Carolina	Randolph County	2013	87989
North Carolina	Randolph County	2014	88126
North Carolina	Randolph County	2015	88203
North Carolina	Richmond County	2010	46626
North Carolina	Richmond County	2011	46606
North Carolina	Richmond County	2012	46350
North Carolina	Richmond County	2013	46137
North Carolina	Richmond County	2014	45700
North Carolina	Richmond County	2015	45437
North Carolina	Richmond County	2010	27888
North Carolina	Richmond County	2011	27889
North Carolina	Richmond County	2012	27712
North Carolina	Richmond County	2013	27584
North Carolina	Richmond County	2014	27388
North Carolina	Richmond County	2015	27216
North Carolina	Robeson County	2010	134381
North Carolina	Robeson County	2011	135029
North Carolina	Robeson County	2012	135362
North Carolina	Robeson County	2013	135033
North Carolina	Robeson County	2014	134732
North Carolina	Robeson County	2015	134197
North Carolina	Robeson County	2010	96550
North Carolina	Robeson County	2011	96977
North Carolina	Robeson County	2012	97191
North Carolina	Robeson County	2013	96916
North Carolina	Robeson County	2014	96581
North Carolina	Robeson County	2015	96178
North Carolina	Rockingham County	2010	93650
North Carolina	Rockingham County	2011	93219
North Carolina	Rockingham County	2012	92718
North Carolina	Rockingham County	2013	91986
North Carolina	Rockingham County	2014	91821
North Carolina	Rockingham County	2015	91758
North Carolina	Rockingham County	2010	54903
North Carolina	Rockingham County	2011	54658
North Carolina	Rockingham County	2012	54369
North Carolina	Rockingham County	2013	53904
North Carolina	Rockingham County	2014	53829
North Carolina	Rockingham County	2015	53818
North Carolina	Rowan County	2010	138315
North Carolina	Rowan County	2011	137995
North Carolina	Rowan County	2012	137841
North Carolina	Rowan County	2013	138180
North Carolina	Rowan County	2014	138648
North Carolina	Rowan County	2015	139142
North Carolina	Rowan County	2010	76606
North Carolina	Rowan County	2011	76376
North Carolina	Rowan County	2012	76291
North Carolina	Rowan County	2013	76379
North Carolina	Rowan County	2014	76482
North Carolina	Rowan County	2015	76721
North Carolina	Rutherford County	2010	67746
North Carolina	Rutherford County	2011	67368
North Carolina	Rutherford County	2012	67203
North Carolina	Rutherford County	2013	66825
North Carolina	Rutherford County	2014	66537
North Carolina	Rutherford County	2015	66390
North Carolina	Rutherford County	2010	48731
North Carolina	Rutherford County	2011	48431
North Carolina	Rutherford County	2012	48309
North Carolina	Rutherford County	2013	48032
North Carolina	Rutherford County	2014	47814
North Carolina	Rutherford County	2015	47711
North Carolina	Sampson County	2010	63515
North Carolina	Sampson County	2011	63659
North Carolina	Sampson County	2012	63901
North Carolina	Sampson County	2013	64071
North Carolina	Sampson County	2014	64010
North Carolina	Sampson County	2015	63724
North Carolina	Sampson County	2010	51367
North Carolina	Sampson County	2011	51462
North Carolina	Sampson County	2012	51639
North Carolina	Sampson County	2013	51760
North Carolina	Sampson County	2014	51689
North Carolina	Sampson County	2015	51432
North Carolina	Scotland County	2010	36081
North Carolina	Scotland County	2011	36317
North Carolina	Scotland County	2012	36139
North Carolina	Scotland County	2013	35978
North Carolina	Scotland County	2014	35715
