City	Incorporation	State	Year	Population
Flower Mound	town (pt.)	Texas	2014	69611
Flower Mound	town (pt.)	Texas	2015	71020
Frisco	city (pt.)	Texas	2013	52019
Frisco	city (pt.)	Texas	2014	55107
Frisco	city (pt.)	Texas	2015	58804
Lewisville	city (pt.)	Texas	2010	94995
Lewisville	city (pt.)	Texas	2011	96624
Lewisville	city (pt.)	Texas	2012	98763
Lewisville	city (pt.)	Texas	2013	100370
Lewisville	city (pt.)	Texas	2014	102180
Lewisville	city (pt.)	Texas	2015	103129
Odessa	city (pt.)	Texas	2010	98189
Odessa	city (pt.)	Texas	2011	100525
Odessa	city (pt.)	Texas	2012	104463
Odessa	city (pt.)	Texas	2013	108785
Odessa	city (pt.)	Texas	2014	113044
Odessa	city (pt.)	Texas	2015	116974
Missouri C	city (pt.)	Texas	2010	61601
Missouri C	city (pt.)	Texas	2011	62220
Missouri C	city (pt.)	Texas	2012	62893
Missouri C	city (pt.)	Texas	2013	64204
Missouri C	city (pt.)	Texas	2014	65856
Missouri C	city (pt.)	Texas	2015	67963
League C	city (pt.)	Texas	2010	82512
League C	city (pt.)	Texas	2011	84626
League C	city (pt.)	Texas	2012	86629
League C	city (pt.)	Texas	2013	89248
League C	city (pt.)	Texas	2014	92649
League C	city (pt.)	Texas	2015	96464
Longview	city (pt.)	Texas	2010	78715
Longview	city (pt.)	Texas	2011	79090
Longview	city (pt.)	Texas	2012	79358
Longview	city (pt.)	Texas	2013	79516
Longview	city (pt.)	Texas	2014	79611
Longview	city (pt.)	Texas	2015	80330
Baytown	city (pt.)	Texas	2010	67964
Baytown	city (pt.)	Texas	2011	68766
Baytown	city (pt.)	Texas	2012	69494
Baytown	city (pt.)	Texas	2013	71408
Baytown	city (pt.)	Texas	2014	71925
Baytown	city (pt.)	Texas	2015	72129
San Marcos	city (pt.)	Texas	2012	50059
San Marcos	city (pt.)	Texas	2013	54502
San Marcos	city (pt.)	Texas	2014	59228
San Marcos	city (pt.)	Texas	2015	60681
Port Arthur	city (pt.)	Texas	2010	54499
Port Arthur	city (pt.)	Texas	2011	54909
Port Arthur	city (pt.)	Texas	2012	54574
Port Arthur	city (pt.)	Texas	2013	54773
Port Arthur	city (pt.)	Texas	2014	54523
Port Arthur	city (pt.)	Texas	2015	55332
Midland	city (pt.)	Texas	2010	111246
Midland	city (pt.)	Texas	2011	113929
Midland	city (pt.)	Texas	2012	119846
Midland	city (pt.)	Texas	2013	124213
Midland	city (pt.)	Texas	2014	128158
Midland	city (pt.)	Texas	2015	132950
Corpus Chris	city (pt.)	Texas	2010	305382
Corpus Chris	city (pt.)	Texas	2011	308124
Corpus Chris	city (pt.)	Texas	2012	312469
Corpus Chris	city (pt.)	Texas	2013	317157
Corpus Chris	city (pt.)	Texas	2014	320751
Corpus Chris	city (pt.)	Texas	2015	324074
Amarillo	city (pt.)	Texas	2010	105751
Amarillo	city (pt.)	Texas	2011	106738
Amarillo	city (pt.)	Texas	2012	107291
Amarillo	city (pt.)	Texas	2013	106911
Amarillo	city (pt.)	Texas	2014	106657
Amarillo	city (pt.)	Texas	2015	106278
Amarillo	city (pt.)	Texas	2010	85584
Amarillo	city (pt.)	Texas	2011	87234
Amarillo	city (pt.)	Texas	2012	88463
Amarillo	city (pt.)	Texas	2013	89835
Amarillo	city (pt.)	Texas	2014	91129
Amarillo	city (pt.)	Texas	2015	92367
Grand Prairie	city (pt.)	Texas	2010	52606
Grand Prairie	city (pt.)	Texas	2011	53481
Grand Prairie	city (pt.)	Texas	2012	54352
Grand Prairie	city (pt.)	Texas	2013	55127
Grand Prairie	city (pt.)	Texas	2014	55868
Grand Prairie	city (pt.)	Texas	2015	56748
Grapevine	city (pt.)	Texas	2013	50160
Grapevine	city (pt.)	Texas	2014	50778
Grapevine	city (pt.)	Texas	2015	51404
Mansfield	city (pt.)	Texas	2010	55047
Mansfield	city (pt.)	Texas	2011	56291
Mansfield	city (pt.)	Texas	2012	57539
Mansfield	city (pt.)	Texas	2013	59032
Mansfield	city (pt.)	Texas	2014	60399
Mansfield	city (pt.)	Texas	2015	62355
Abilene	city (pt.)	Texas	2010	112230
Abilene	city (pt.)	Texas	2011	113179
Abilene	city (pt.)	Texas	2012	114379
Abilene	city (pt.)	Texas	2013	114281
Abilene	city (pt.)	Texas	2014	115159
Abilene	city (pt.)	Texas	2015	116063
Pflugerville	city (pt.)	Texas	2011	50113
Pflugerville	city (pt.)	Texas	2012	51770
Pflugerville	city (pt.)	Texas	2013	53606
Pflugerville	city (pt.)	Texas	2014	54481
Pflugerville	city (pt.)	Texas	2015	56920
Austin	city (pt.)	Texas	2010	52742
Austin	city (pt.)	Texas	2011	54348
Austin	city (pt.)	Texas	2012	55793
Austin	city (pt.)	Texas	2013	57677
Austin	city (pt.)	Texas	2014	60280
Austin	city (pt.)	Texas	2015	62243
Cedar Park	city (pt.)	Texas	2011	52227
Cedar Park	city (pt.)	Texas	2012	54691
Cedar Park	city (pt.)	Texas	2013	57835
Cedar Park	city (pt.)	Texas	2014	60092
Cedar Park	city (pt.)	Texas	2015	62319
Round Rock	city (pt.)	Texas	2010	99307
Round Rock	city (pt.)	Texas	2011	102435
Round Rock	city (pt.)	Texas	2012	105049
Round Rock	city (pt.)	Texas	2013	108062
Round Rock	city (pt.)	Texas	2014	111182
Round Rock	city (pt.)	Texas	2015	114367
Auburn	city (pt.)	Washington	2010	62976
Auburn	city (pt.)	Washington	2011	63883
Auburn	city (pt.)	Washington	2012	64937
Auburn	city (pt.)	Washington	2013	65855
Auburn	city (pt.)	Washington	2014	66697
Auburn	city (pt.)	Washington	2015	67519
Eau Claire	city (pt.)	Wisconsin	2010	64298
Eau Claire	city (pt.)	Wisconsin	2011	64830
Eau Claire	city (pt.)	Wisconsin	2012	65379
Eau Claire	city (pt.)	Wisconsin	2013	65937
Eau Claire	city (pt.)	Wisconsin	2014	65755
Eau Claire	city (pt.)	Wisconsin	2015	65785
Appleton	city (pt.)	Wisconsin	2010	60085
Appleton	city (pt.)	Wisconsin	2011	60123
Appleton	city (pt.)	Wisconsin	2012	60328
Appleton	city (pt.)	Wisconsin	2013	60749
Appleton	city (pt.)	Wisconsin	2014	61175
Appleton	city (pt.)	Wisconsin	2015	61353
Buckeye 	town	Arizona	2010	51319
Buckeye 	town	Arizona	2011	52492
Buckeye 	town	Arizona	2012	54668
Buckeye 	town	Arizona	2013	56980
Buckeye 	town	Arizona	2014	59569
Buckeye 	town	Arizona	2015	62138
Gilbert 	town	Arizona	2010	209699
Gilbert 	town	Arizona	2011	214123
Gilbert 	town	Arizona	2012	222148
Gilbert 	town	Arizona	2013	230690
Gilbert 	town	Arizona	2014	239415
Gilbert 	town	Arizona	2015	247542
Apple Valley 	town	California	2010	69327
Apple Valley 	town	California	2011	70133
Apple Valley 	town	California	2012	70580
Apple Valley 	town	California	2013	71000
Apple Valley 	town	California	2014	71517
Apple Valley 	town	California	2015	72174
Castle Rock 	town	Colorado	2012	50439
Castle Rock 	town	Colorado	2013	51667
Castle Rock 	town	Colorado	2014	53598
Castle Rock 	town	Colorado	2015	55591
Bridgeport 	town	Connecticut	2010	144911
Bridgeport 	town	Connecticut	2011	146244
Bridgeport 	town	Connecticut	2012	147013
Bridgeport 	town	Connecticut	2013	147844
Bridgeport 	town	Connecticut	2014	147871
Bridgeport 	town	Connecticut	2015	147629
Danbury 	town	Connecticut	2010	81349
Danbury 	town	Connecticut	2011	82186
Danbury 	town	Connecticut	2012	82810
Danbury 	town	Connecticut	2013	83772
Danbury 	town	Connecticut	2014	83891
Danbury 	town	Connecticut	2015	84657
Fairfield 	town	Connecticut	2010	59728
Fairfield 	town	Connecticut	2011	60396
Fairfield 	town	Connecticut	2012	60778
Fairfield 	town	Connecticut	2013	61089
Fairfield 	town	Connecticut	2014	61404
Fairfield 	town	Connecticut	2015	61523
Greenwich 	town	Connecticut	2010	61338
Greenwich 	town	Connecticut	2011	61946
Greenwich 	town	Connecticut	2012	62334
Greenwich 	town	Connecticut	2013	62530
Greenwich 	town	Connecticut	2014	62609
Greenwich 	town	Connecticut	2015	62695
Norwalk 	town	Connecticut	2010	86010
Norwalk 	town	Connecticut	2011	86723
Norwalk 	town	Connecticut	2012	87272
Norwalk 	town	Connecticut	2013	87899
Norwalk 	town	Connecticut	2014	88158
Norwalk 	town	Connecticut	2015	88485
Stamford 	town	Connecticut	2010	122842
Stamford 	town	Connecticut	2011	124149
Stamford 	town	Connecticut	2012	125106
Stamford 	town	Connecticut	2013	126620
Stamford 	town	Connecticut	2014	128261
Stamford 	town	Connecticut	2015	128874
Stratford 	town	Connecticut	2010	51468
Stratford 	town	Connecticut	2011	51892
Stratford 	town	Connecticut	2012	52143
Stratford 	town	Connecticut	2013	52206
Stratford 	town	Connecticut	2014	52733
Stratford 	town	Connecticut	2015	52609
Bristol 	town	Connecticut	2010	60487
Bristol 	town	Connecticut	2011	60583
Bristol 	town	Connecticut	2012	60598
Bristol 	town	Connecticut	2013	60552
Bristol 	town	Connecticut	2014	60528
Bristol 	town	Connecticut	2015	60452
East Hartford 	town	Connecticut	2010	51263
East Hartford 	town	Connecticut	2011	51313
East Hartford 	town	Connecticut	2012	51284
East Hartford 	town	Connecticut	2013	51192
East Hartford 	town	Connecticut	2014	51005
East Hartford 	town	Connecticut	2015	50821
Hartford 	town	Connecticut	2010	125367
Hartford 	town	Connecticut	2011	125405
Hartford 	town	Connecticut	2012	125115
Hartford 	town	Connecticut	2013	125084
Hartford 	town	Connecticut	2014	124466
Hartford 	town	Connecticut	2015	124006
Manchester 	town	Connecticut	2010	58258
Manchester 	town	Connecticut	2011	58303
Manchester 	town	Connecticut	2012	58283
Manchester 	town	Connecticut	2013	58239
Manchester 	town	Connecticut	2014	58070
Manchester 	town	Connecticut	2015	58007
New Britain 	town	Connecticut	2010	73251
New Britain 	town	Connecticut	2011	73243
New Britain 	town	Connecticut	2012	73093
New Britain 	town	Connecticut	2013	72952
New Britain 	town	Connecticut	2014	72856
New Britain 	town	Connecticut	2015	72808
West Hartford 	town	Connecticut	2010	63426
West Hartford 	town	Connecticut	2011	63403
West Hartford 	town	Connecticut	2012	63425
West Hartford 	town	Connecticut	2013	63390
West Hartford 	town	Connecticut	2014	63154
West Hartford 	town	Connecticut	2015	63053
Hamden 	town	Connecticut	2010	61621
Hamden 	town	Connecticut	2011	61643
Hamden 	town	Connecticut	2012	61780
Hamden 	town	Connecticut	2013	61620
Hamden 	town	Connecticut	2014	61417
Hamden 	town	Connecticut	2015	61218
Meriden 	town	Connecticut	2010	60874
Meriden 	town	Connecticut	2011	60742
Meriden 	town	Connecticut	2012	60653
Meriden 	town	Connecticut	2013	60493
Meriden 	town	Connecticut	2014	60287
Meriden 	town	Connecticut	2015	59988
Milford 	town	Connecticut	2010	52801
Milford 	town	Connecticut	2011	52876
Milford 	town	Connecticut	2012	53006
Milford 	town	Connecticut	2013	53138
Milford 	town	Connecticut	2014	53380
Milford 	town	Connecticut	2015	53592
New Haven 	town	Connecticut	2010	129812
New Haven 	town	Connecticut	2011	130821
New Haven 	town	Connecticut	2012	130937
New Haven 	town	Connecticut	2013	130748
New Haven 	town	Connecticut	2014	130199
New Haven 	town	Connecticut	2015	130322
Waterbury 	town	Connecticut	2010	110369
Waterbury 	town	Connecticut	2011	110087
Waterbury 	town	Connecticut	2012	109918
Waterbury 	town	Connecticut	2013	109661
Waterbury 	town	Connecticut	2014	109270
Waterbury 	town	Connecticut	2015	108802
West Haven 	town	Connecticut	2010	55568
West Haven 	town	Connecticut	2011	55515
West Haven 	town	Connecticut	2012	55241
West Haven 	town	Connecticut	2013	55104
West Haven 	town	Connecticut	2014	55176
West Haven 	town	Connecticut	2015	54927
Davie 	town	Florida	2010	92302
Davie 	town	Florida	2011	94242
Davie 	town	Florida	2012	95588
Davie 	town	Florida	2013	97365
Davie 	town	Florida	2014	98918
Davie 	town	Florida	2015	100882
Jupiter 	town	Florida	2010	55443
Jupiter 	town	Florida	2011	56236
Jupiter 	town	Florida	2012	57289
Jupiter 	town	Florida	2013	58410
Jupiter 	town	Florida	2014	60710
Jupiter 	town	Florida	2015	62707
Cicero 	town	Illinois	2010	84282
Cicero 	town	Illinois	2011	84405
Cicero 	town	Illinois	2012	84516
Cicero 	town	Illinois	2013	84576
Cicero 	town	Illinois	2014	84388
Cicero 	town	Illinois	2015	83886
Normal 	town	Illinois	2010	52646
Normal 	town	Illinois	2011	53100
Normal 	town	Illinois	2012	54018
Normal 	town	Illinois	2013	54667
Normal 	town	Illinois	2014	54573
Normal 	town	Illinois	2015	54373
Fishers 	town	Indiana	2010	77400
Fishers 	town	Indiana	2011	79993
Fishers 	town	Indiana	2012	81834
Fishers 	town	Indiana	2013	83864
Fishers 	town	Indiana	2014	86513
Fishers 	town	Indiana	2015	88658
Framingham 	town	Massachusetts	2010	68619
Framingham 	town	Massachusetts	2011	69575
Framingham 	town	Massachusetts	2012	70005
Framingham 	town	Massachusetts	2013	70569
Framingham 	town	Massachusetts	2014	70856
Framingham 	town	Massachusetts	2015	71209
Brookline 	town	Massachusetts	2010	58692
Brookline 	town	Massachusetts	2011	58848
Brookline 	town	Massachusetts	2012	58962
Brookline 	town	Massachusetts	2013	59277
Brookline 	town	Massachusetts	2014	59388
Brookline 	town	Massachusetts	2015	59195
Plymouth 	town	Massachusetts	2010	56653
Plymouth 	town	Massachusetts	2011	57141
Plymouth 	town	Massachusetts	2012	57275
Plymouth 	town	Massachusetts	2013	57616
Plymouth 	town	Massachusetts	2014	58310
Plymouth 	town	Massachusetts	2015	58890
West New York 	town	New Jersey	2011	50725
West New York 	town	New Jersey	2012	51207
West New York 	town	New Jersey	2013	51764
West New York 	town	New Jersey	2014	52258
West New York 	town	New Jersey	2015	53366
Colonie 	town	New York	2010	81620
Colonie 	town	New York	2011	81869
Colonie 	town	New York	2012	82160
Colonie 	town	New York	2013	82736
Colonie 	town	New York	2014	83260
Colonie 	town	New York	2015	83661
Colonie 	town	New York	2010	69828
Colonie 	town	New York	2011	70048
Colonie 	town	New York	2012	70276
Colonie 	town	New York	2013	70792
Colonie 	town	New York	2014	71321
Colonie 	town	New York	2015	71757
Union 	town	New York	2010	56286
Union 	town	New York	2011	55953
Union 	town	New York	2012	55702
Union 	town	New York	2013	55481
Union 	town	New York	2014	55273
Union 	town	New York	2015	54995
Amherst 	town	New York	2010	122366
Amherst 	town	New York	2011	122936
Amherst 	town	New York	2012	123448
Amherst 	town	New York	2013	123961
Amherst 	town	New York	2014	124761
Amherst 	town	New York	2015	125109
Amherst 	town	New York	2010	117095
Amherst 	town	New York	2011	117659
Amherst 	town	New York	2012	118186
Amherst 	town	New York	2013	118685
Amherst 	town	New York	2014	119503
Amherst 	town	New York	2015	119873
Cheektowaga 	town	New York	2010	88182
Cheektowaga 	town	New York	2011	88102
Cheektowaga 	town	New York	2012	87922
Cheektowaga 	town	New York	2013	87907
Cheektowaga 	town	New York	2014	87891
Cheektowaga 	town	New York	2015	87514
Cheektowaga 	town	New York	2010	75140
Cheektowaga 	town	New York	2011	75084
Cheektowaga 	town	New York	2012	74927
Cheektowaga 	town	New York	2013	74910
Cheektowaga 	town	New York	2014	74932
Cheektowaga 	town	New York	2015	74615
Hamburg 	town	New York	2010	56964
Hamburg 	town	New York	2011	57168
Hamburg 	town	New York	2012	57585
Hamburg 	town	New York	2013	57811
Hamburg 	town	New York	2014	57975
Hamburg 	town	New York	2015	58022
Tonawanda 	town	New York	2010	73585
Tonawanda 	town	New York	2011	73712
Tonawanda 	town	New York	2012	73564
Tonawanda 	town	New York	2013	73544
Tonawanda 	town	New York	2014	73298
Tonawanda 	town	New York	2015	72937
Tonawanda 	town	New York	2010	58172
Tonawanda 	town	New York	2011	58348
Tonawanda 	town	New York	2012	58243
Tonawanda 	town	New York	2013	58243
Tonawanda 	town	New York	2014	58052
Tonawanda 	town	New York	2015	57777
Greece 	town	New York	2010	95907
Greece 	town	New York	2011	96224
Greece 	town	New York	2012	96495
Greece 	town	New York	2013	96916
Greece 	town	New York	2014	97025
Greece 	town	New York	2015	96796
Irondequoit 	town	New York	2010	51544
Irondequoit 	town	New York	2011	51564
Irondequoit 	town	New York	2012	51418
Irondequoit 	town	New York	2013	51394
Irondequoit 	town	New York	2014	51256
Irondequoit 	town	New York	2015	50985
North Hempstead 	town	New York	2010	226700
North Hempstead 	town	New York	2011	227654
North Hempstead 	town	New York	2012	228356
North Hempstead 	town	New York	2013	229115
North Hempstead 	town	New York	2014	229740
North Hempstead 	town	New York	2015	230614
North Hempstead 	town	New York	2010	98501
North Hempstead 	town	New York	2011	98946
North Hempstead 	town	New York	2012	99143
North Hempstead 	town	New York	2013	99417
North Hempstead 	town	New York	2014	99587
North Hempstead 	town	New York	2015	99717
Oyster Bay 	town	New York	2010	293776
Oyster Bay 	town	New York	2011	295086
Oyster Bay 	town	New York	2012	295836
Oyster Bay 	town	New York	2013	296638
Oyster Bay 	town	New York	2014	297991
Oyster Bay 	town	New York	2015	298768
Oyster Bay 	town	New York	2010	235192
Oyster Bay 	town	New York	2011	236283
Oyster Bay 	town	New York	2012	236901
Oyster Bay 	town	New York	2013	237540
Oyster Bay 	town	New York	2014	238342
Oyster Bay 	town	New York	2015	238905
Clay 	town	New York	2010	58325
Clay 	town	New York	2011	58609
Clay 	town	New York	2012	58674
Clay 	town	New York	2013	59374
Clay 	town	New York	2014	59843
Clay 	town	New York	2015	59878
Clay 	town	New York	2010	53505
Clay 	town	New York	2011	53677
Clay 	town	New York	2012	53766
Clay 	town	New York	2013	54480
Clay 	town	New York	2014	54971
Clay 	town	New York	2015	55030
Clarkstown 	town	New York	2010	84388
Clarkstown 	town	New York	2011	85420
Clarkstown 	town	New York	2012	85750
Clarkstown 	town	New York	2013	86279
Clarkstown 	town	New York	2014	86907
Clarkstown 	town	New York	2015	87210
Clarkstown 	town	New York	2010	79051
Clarkstown 	town	New York	2011	80008
Clarkstown 	town	New York	2012	80318
Clarkstown 	town	New York	2013	80803
Clarkstown 	town	New York	2014	81375
Clarkstown 	town	New York	2015	81642
Orangetown 	town	New York	2013	50055
Orangetown 	town	New York	2014	50348
Orangetown 	town	New York	2015	50479
Ramapo 	town	New York	2010	126986
Ramapo 	town	New York	2011	128466
Ramapo 	town	New York	2012	129872
Ramapo 	town	New York	2013	131536
Ramapo 	town	New York	2014	133149
Ramapo 	town	New York	2015	135257
Babylon 	town	New York	2010	213764
Babylon 	town	New York	2011	214389
Babylon 	town	New York	2012	214149
Babylon 	town	New York	2013	214328
Babylon 	town	New York	2014	214089
Babylon 	town	New York	2015	213776
Babylon 	town	New York	2010	164778
Babylon 	town	New York	2011	165290
Babylon 	town	New York	2012	165135
Babylon 	town	New York	2013	165272
Babylon 	town	New York	2014	165092
Babylon 	town	New York	2015	164852
Huntington 	town	New York	2010	203443
Huntington 	town	New York	2011	204134
Huntington 	town	New York	2012	203939
Huntington 	town	New York	2013	204125
Huntington 	town	New York	2014	204634
Huntington 	town	New York	2015	204398
Huntington 	town	New York	2010	190290
Huntington 	town	New York	2011	190934
Huntington 	town	New York	2012	190747
Huntington 	town	New York	2013	190923
Huntington 	town	New York	2014	191451
Huntington 	town	New York	2015	191234
Islip 	town	New York	2010	335936
Islip 	town	New York	2011	337085
Islip 	town	New York	2012	336791
Islip 	town	New York	2013	337028
Islip 	town	New York	2014	336682
Islip 	town	New York	2015	336113
Islip 	town	New York	2010	329377
Islip 	town	New York	2011	330503
Islip 	town	New York	2012	330216
Islip 	town	New York	2013	330453
Islip 	town	New York	2014	330084
Islip 	town	New York	2015	329525
Smithtown 	town	New York	2010	117918
Smithtown 	town	New York	2011	118360
Smithtown 	town	New York	2012	118322
Smithtown 	town	New York	2013	118480
Smithtown 	town	New York	2014	118388
Smithtown 	town	New York	2015	118275
Smithtown 	town	New York	2010	112882
Smithtown 	town	New York	2011	113311
Smithtown 	town	New York	2012	113278
Smithtown 	town	New York	2013	113427
Smithtown 	town	New York	2014	113333
Smithtown 	town	New York	2015	113227
Southampton 	town	New York	2010	56882
Southampton 	town	New York	2011	57285
Southampton 	town	New York	2012	57490
Southampton 	town	New York	2013	57744
Southampton 	town	New York	2014	57853
Southampton 	town	New York	2015	58254
Greenburgh 	town	New York	2010	88536
Greenburgh 	town	New York	2011	89214
Greenburgh 	town	New York	2012	90363
Greenburgh 	town	New York	2013	91053
Greenburgh 	town	New York	2014	91421
Greenburgh 	town	New York	2015	92029
Cary 	town	North Carolina	2010	136688
Cary 	town	North Carolina	2011	141928
Cary 	town	North Carolina	2012	145912
Cary 	town	North Carolina	2013	151201
Cary 	town	North Carolina	2014	155406
Cary 	town	North Carolina	2015	159769
Chapel Hill 	town	North Carolina	2010	57445
Chapel Hill 	town	North Carolina	2011	57411
Chapel Hill 	town	North Carolina	2012	58702
Chapel Hill 	town	North Carolina	2013	58959
Chapel Hill 	town	North Carolina	2014	59240
Chapel Hill 	town	North Carolina	2015	59568
Huntersville 	town	North Carolina	2013	50501
Huntersville 	town	North Carolina	2014	51556
Huntersville 	town	North Carolina	2015	52704
Mount Pleasant 	town	South Carolina	2010	68017
Mount Pleasant 	town	South Carolina	2011	69367
Mount Pleasant 	town	South Carolina	2012	71811
Mount Pleasant 	town	South Carolina	2013	74613
Mount Pleasant 	town	South Carolina	2014	77667
Mount Pleasant 	town	South Carolina	2015	81317
Flower Mound 	town	Texas	2010	64889
Flower Mound 	town	Texas	2011	66072
Flower Mound 	town	Texas	2012	67917
Flower Mound 	town	Texas	2013	68583
Flower Mound 	town	Texas	2014	69839
Flower Mound 	town	Texas	2015	71253
Leesburg 	town	Virginia	2015	51209
Champaign City 	township	Illinois	2010	81385
Champaign City 	township	Illinois	2011	82148
Champaign City 	township	Illinois	2012	83020
Champaign City 	township	Illinois	2013	83909
Champaign City 	township	Illinois	2014	84805
Champaign City 	township	Illinois	2015	86096
Berwyn 	township	Illinois	2010	56683
Berwyn 	township	Illinois	2011	56755
Berwyn 	township	Illinois	2012	56820
Berwyn 	township	Illinois	2013	56852
Berwyn 	township	Illinois	2014	56715
Berwyn 	township	Illinois	2015	56368
Bloom 	township	Illinois	2010	90999
Bloom 	township	Illinois	2011	91376
Bloom 	township	Illinois	2012	91573
Bloom 	township	Illinois	2013	91713
Bloom 	township	Illinois	2014	91606
Bloom 	township	Illinois	2015	91132
Bremen 	township	Illinois	2010	110185
Bremen 	township	Illinois	2011	110524
Bremen 	township	Illinois	2012	110948
Bremen 	township	Illinois	2013	111205
Bremen 	township	Illinois	2014	111152
Bremen 	township	Illinois	2015	110683
Cicero 	township	Illinois	2010	84282
Cicero 	township	Illinois	2011	84405
Cicero 	township	Illinois	2012	84516
Cicero 	township	Illinois	2013	84576
Cicero 	township	Illinois	2014	84388
Cicero 	township	Illinois	2015	83886
Elk Grove 	township	Illinois	2010	92859
Elk Grove 	township	Illinois	2011	93117
Elk Grove 	township	Illinois	2012	93381
Elk Grove 	township	Illinois	2013	93621
Elk Grove 	township	Illinois	2014	93689
Elk Grove 	township	Illinois	2015	93295
Evanston 	township	Illinois	2010	74592
Evanston 	township	Illinois	2011	75079
Evanston 	township	Illinois	2012	75614
Evanston 	township	Illinois	2013	75870
Evanston 	township	Illinois	2014	75891
Evanston 	township	Illinois	2015	75527
Hanover 	township	Illinois	2010	99680
Hanover 	township	Illinois	2011	100127
Hanover 	township	Illinois	2012	100548
Hanover 	township	Illinois	2013	100928
Hanover 	township	Illinois	2014	101128
Hanover 	township	Illinois	2015	101296
Leyden 	township	Illinois	2010	92955
Leyden 	township	Illinois	2011	93157
Leyden 	township	Illinois	2012	93345
Leyden 	township	Illinois	2013	93476
Leyden 	township	Illinois	2014	93331
Leyden 	township	Illinois	2015	92862
Lyons 	township	Illinois	2010	111817
Lyons 	township	Illinois	2011	112521
Lyons 	township	Illinois	2012	112826
Lyons 	township	Illinois	2013	113106
Lyons 	township	Illinois	2014	113197
Lyons 	township	Illinois	2015	112890
Maine 	township	Illinois	2010	135909
Maine 	township	Illinois	2011	136319
Maine 	township	Illinois	2012	136754
Maine 	township	Illinois	2013	137120
Maine 	township	Illinois	2014	137177
Maine 	township	Illinois	2015	136667
New Trier 	township	Illinois	2010	55482
New Trier 	township	Illinois	2011	55749
New Trier 	township	Illinois	2012	55970
New Trier 	township	Illinois	2013	56245
New Trier 	township	Illinois	2014	56514
New Trier 	township	Illinois	2015	56499
Niles 	township	Illinois	2010	105974
Niles 	township	Illinois	2011	106239
Niles 	township	Illinois	2012	106514
Niles 	township	Illinois	2013	106722
Niles 	township	Illinois	2014	106657
Niles 	township	Illinois	2015	106229
Northfield 	township	Illinois	2010	85143
Northfield 	township	Illinois	2011	85448
Northfield 	township	Illinois	2012	85754
Northfield 	township	Illinois	2013	86255
Northfield 	township	Illinois	2014	87376
Northfield 	township	Illinois	2015	87799
Oak Park 	township	Illinois	2010	51901
Oak Park 	township	Illinois	2011	51961
Oak Park 	township	Illinois	2012	52011
Oak Park 	township	Illinois	2013	52160
Oak Park 	township	Illinois	2014	52028
Oak Park 	township	Illinois	2015	52287
Orland 	township	Illinois	2010	97661
Orland 	township	Illinois	2011	98082
Orland 	township	Illinois	2012	98478
Orland 	township	Illinois	2013	99833
Orland 	township	Illinois	2014	99989
Orland 	township	Illinois	2015	99816
Palatine 	township	Illinois	2010	113054
Palatine 	township	Illinois	2011	113427
Palatine 	township	Illinois	2012	113857
Palatine 	township	Illinois	2013	114226
Palatine 	township	Illinois	2014	114318
Palatine 	township	Illinois	2015	114057
Palos 	township	Illinois	2010	54667
Palos 	township	Illinois	2011	54832
Palos 	township	Illinois	2012	54973
Palos 	township	Illinois	2013	55117
Palos 	township	Illinois	2014	55081
Palos 	township	Illinois	2015	54841
Proviso 	township	Illinois	2010	151798
Proviso 	township	Illinois	2011	152094
Proviso 	township	Illinois	2012	152366
Proviso 	township	Illinois	2013	152565
Proviso 	township	Illinois	2014	152331
Proviso 	township	Illinois	2015	151772
Rich 	township	Illinois	2010	76764
Rich 	township	Illinois	2011	77008
Rich 	township	Illinois	2012	77276
Rich 	township	Illinois	2013	77420
Rich 	township	Illinois	2014	77364
Rich 	township	Illinois	2015	77100
Schaumburg 	township	Illinois	2010	131534
Schaumburg 	township	Illinois	2011	131957
Schaumburg 	township	Illinois	2012	132339
Schaumburg 	township	Illinois	2013	132651
Schaumburg 	township	Illinois	2014	132644
Schaumburg 	township	Illinois	2015	132162
Thornton 	township	Illinois	2010	169502
Thornton 	township	Illinois	2011	169883
Thornton 	township	Illinois	2012	170224
Thornton 	township	Illinois	2013	170498
Thornton 	township	Illinois	2014	170255
Thornton 	township	Illinois	2015	169468
Wheeling 	township	Illinois	2010	153873
Wheeling 	township	Illinois	2011	154381
Wheeling 	township	Illinois	2012	154946
Wheeling 	township	Illinois	2013	155407
Wheeling 	township	Illinois	2014	155541
Wheeling 	township	Illinois	2015	155286
Worth 	township	Illinois	2010	152748
Worth 	township	Illinois	2011	153167
Worth 	township	Illinois	2012	153527
Worth 	township	Illinois	2013	153793
Worth 	township	Illinois	2014	153609
Worth 	township	Illinois	2015	152861
Addison 	township	Illinois	2010	88727
Addison 	township	Illinois	2011	89271
Addison 	township	Illinois	2012	89528
Addison 	township	Illinois	2013	89891
Addison 	township	Illinois	2014	89863
Addison 	township	Illinois	2015	89715
Bloomingdale 	township	Illinois	2010	112039
Bloomingdale 	township	Illinois	2011	112580
Bloomingdale 	township	Illinois	2012	112927
Bloomingdale 	township	Illinois	2013	113321
Bloomingdale 	township	Illinois	2014	113283
Bloomingdale 	township	Illinois	2015	113024
Downers Grove 	township	Illinois	2010	146985
Downers Grove 	township	Illinois	2011	147809
Downers Grove 	township	Illinois	2012	148375
Downers Grove 	township	Illinois	2013	149107
Downers Grove 	township	Illinois	2014	149369
