City	Incorporation	State	Year	Population
Des Plaines	city (pt.)	Illinois	2010	11904
Des Plaines	city (pt.)	Illinois	2011	11953
Des Plaines	city (pt.)	Illinois	2012	11999
Des Plaines	city (pt.)	Illinois	2013	12032
Des Plaines	city (pt.)	Illinois	2014	12034
Des Plaines	city (pt.)	Illinois	2015	11976
Elk Grove V	village (pt.)	Illinois	2010	22123
Elk Grove V	village (pt.)	Illinois	2011	22186
Elk Grove V	village (pt.)	Illinois	2012	22243
Elk Grove V	village (pt.)	Illinois	2013	22290
Elk Grove V	village (pt.)	Illinois	2014	22269
Elk Grove V	village (pt.)	Illinois	2015	22164
Mount Prospec	village (pt.)	Illinois	2010	32172
Mount Prospec	village (pt.)	Illinois	2011	32259
Mount Prospec	village (pt.)	Illinois	2012	32341
Mount Prospec	village (pt.)	Illinois	2013	32461
Mount Prospec	village (pt.)	Illinois	2014	32571
Mount Prospec	village (pt.)	Illinois	2015	32438
Rolling Meadows	city (pt.)	Illinois	2010	7234
Rolling Meadows	city (pt.)	Illinois	2011	7255
Rolling Meadows	city (pt.)	Illinois	2012	7276
Rolling Meadows	city (pt.)	Illinois	2013	7290
Rolling Meadows	city (pt.)	Illinois	2014	7290
Rolling Meadows	city (pt.)	Illinois	2015	7260
Bar	village (pt.)	Illinois	2010	16812
Bar	village (pt.)	Illinois	2011	16857
Bar	village (pt.)	Illinois	2012	16904
Bar	village (pt.)	Illinois	2013	16934
Bar	village (pt.)	Illinois	2014	16917
Bar	village (pt.)	Illinois	2015	16854
Elgin	city (pt.)	Illinois	2010	24097
Elgin	city (pt.)	Illinois	2011	24276
Elgin	city (pt.)	Illinois	2012	24420
Elgin	city (pt.)	Illinois	2013	24588
Elgin	city (pt.)	Illinois	2014	24784
Elgin	city (pt.)	Illinois	2015	24918
Hanover Park	village (pt.)	Illinois	2010	10752
Hanover Park	village (pt.)	Illinois	2011	10800
Hanover Park	village (pt.)	Illinois	2012	10843
Hanover Park	village (pt.)	Illinois	2013	10879
Hanover Park	village (pt.)	Illinois	2014	10883
Hanover Park	village (pt.)	Illinois	2015	10830
Hoffman Estates	village (pt.)	Illinois	2010	5067
Hoffman Estates	village (pt.)	Illinois	2011	5087
Hoffman Estates	village (pt.)	Illinois	2012	5107
Hoffman Estates	village (pt.)	Illinois	2013	5124
Hoffman Estates	village (pt.)	Illinois	2014	5126
Hoffman Estates	village (pt.)	Illinois	2015	5109
Schaumbur	village (pt.)	Illinois	2010	2428
Schaumbur	village (pt.)	Illinois	2011	2438
Schaumbur	village (pt.)	Illinois	2012	2447
Schaumbur	village (pt.)	Illinois	2013	2455
Schaumbur	village (pt.)	Illinois	2014	2458
Schaumbur	village (pt.)	Illinois	2015	2451
Streamwood	village (pt.)	Illinois	2010	38459
Streamwood	village (pt.)	Illinois	2011	38595
Streamwood	village (pt.)	Illinois	2012	38745
Streamwood	village (pt.)	Illinois	2013	38859
Streamwood	village (pt.)	Illinois	2014	38873
Streamwood	village (pt.)	Illinois	2015	39058
Lemon	village (pt.)	Illinois	2010	16101
Lemon	village (pt.)	Illinois	2011	16232
Lemon	village (pt.)	Illinois	2012	16344
Lemon	village (pt.)	Illinois	2013	16509
Lemon	village (pt.)	Illinois	2014	16654
Lemon	village (pt.)	Illinois	2015	16779
Palos Park	village (pt.)	Illinois	2010	200
Palos Park	village (pt.)	Illinois	2011	201
Palos Park	village (pt.)	Illinois	2012	201
Palos Park	village (pt.)	Illinois	2013	201
Palos Park	village (pt.)	Illinois	2014	201
Palos Park	village (pt.)	Illinois	2015	201
Melrose Park	village (pt.)	Illinois	2010	2559
Melrose Park	village (pt.)	Illinois	2011	2567
Melrose Park	village (pt.)	Illinois	2012	2574
Melrose Park	village (pt.)	Illinois	2013	2580
Melrose Park	village (pt.)	Illinois	2014	2575
Melrose Park	village (pt.)	Illinois	2015	2563
Norrid	village (pt.)	Illinois	2010	1875
Norrid	village (pt.)	Illinois	2011	1881
Norrid	village (pt.)	Illinois	2012	1888
Norrid	village (pt.)	Illinois	2013	1893
Norrid	village (pt.)	Illinois	2014	1891
Norrid	village (pt.)	Illinois	2015	1885
Northlake	city (pt.)	Illinois	2010	9363
Northlake	city (pt.)	Illinois	2011	9380
Northlake	city (pt.)	Illinois	2012	9396
Northlake	city (pt.)	Illinois	2013	9407
Northlake	city (pt.)	Illinois	2014	9393
Northlake	city (pt.)	Illinois	2015	9345
Park Ridge	city (pt.)	Illinois	2010	2017
Park Ridge	city (pt.)	Illinois	2011	2023
Park Ridge	city (pt.)	Illinois	2012	2031
Park Ridge	city (pt.)	Illinois	2013	2038
Park Ridge	city (pt.)	Illinois	2014	2038
Park Ridge	city (pt.)	Illinois	2015	2034
Rosemon	village (pt.)	Illinois	2010	2363
Rosemon	village (pt.)	Illinois	2011	2368
Rosemon	village (pt.)	Illinois	2012	2373
Rosemon	village (pt.)	Illinois	2013	2376
Rosemon	village (pt.)	Illinois	2014	2373
Rosemon	village (pt.)	Illinois	2015	2360
Bedford Park	village (pt.)	Illinois	2010	573
Bedford Park	village (pt.)	Illinois	2011	572
Bedford Park	village (pt.)	Illinois	2012	572
Bedford Park	village (pt.)	Illinois	2013	571
Bedford Park	village (pt.)	Illinois	2014	569
Bedford Park	village (pt.)	Illinois	2015	569
Bridgeview	village (pt.)	Illinois	2010	10000
Bridgeview	village (pt.)	Illinois	2011	10028
Bridgeview	village (pt.)	Illinois	2012	10050
Bridgeview	village (pt.)	Illinois	2013	10066
Bridgeview	village (pt.)	Illinois	2014	10053
Bridgeview	village (pt.)	Illinois	2015	10007
Brookfield	village (pt.)	Illinois	2010	8236
Brookfield	village (pt.)	Illinois	2011	8252
Brookfield	village (pt.)	Illinois	2012	8267
Brookfield	village (pt.)	Illinois	2013	8277
Brookfield	village (pt.)	Illinois	2014	8266
Brookfield	village (pt.)	Illinois	2015	8230
Burr Rid	village (pt.)	Illinois	2010	3867
Burr Rid	village (pt.)	Illinois	2011	3890
Burr Rid	village (pt.)	Illinois	2012	3908
Burr Rid	village (pt.)	Illinois	2013	3925
Burr Rid	village (pt.)	Illinois	2014	3933
Burr Rid	village (pt.)	Illinois	2015	3941
Hickory Hills	city (pt.)	Illinois	2010	1935
Hickory Hills	city (pt.)	Illinois	2011	1941
Hickory Hills	city (pt.)	Illinois	2012	1946
Hickory Hills	city (pt.)	Illinois	2013	1952
Hickory Hills	city (pt.)	Illinois	2014	1953
Hickory Hills	city (pt.)	Illinois	2015	1944
Hinsd	village (pt.)	Illinois	2010	2229
Hinsd	village (pt.)	Illinois	2011	2246
Hinsd	village (pt.)	Illinois	2012	2265
Hinsd	village (pt.)	Illinois	2013	2281
Hinsd	village (pt.)	Illinois	2014	2307
Hinsd	village (pt.)	Illinois	2015	2329
Lyons	village (pt.)	Illinois	2010	10551
Lyons	village (pt.)	Illinois	2011	10572
Lyons	village (pt.)	Illinois	2012	10591
Lyons	village (pt.)	Illinois	2013	10606
Lyons	village (pt.)	Illinois	2014	10590
Lyons	village (pt.)	Illinois	2015	10535
Riversid	village (pt.)	Illinois	2010	115
Riversid	village (pt.)	Illinois	2011	116
Riversid	village (pt.)	Illinois	2012	116
Riversid	village (pt.)	Illinois	2013	116
Riversid	village (pt.)	Illinois	2014	116
Riversid	village (pt.)	Illinois	2015	116
Western Springs	village (pt.)	Illinois	2010	12447
Western Springs	village (pt.)	Illinois	2011	12506
Western Springs	village (pt.)	Illinois	2012	12564
Western Springs	village (pt.)	Illinois	2013	12635
Western Springs	village (pt.)	Illinois	2014	12737
Western Springs	village (pt.)	Illinois	2015	12813
Willow Springs	village (pt.)	Illinois	2010	5496
Willow Springs	village (pt.)	Illinois	2011	5511
Willow Springs	village (pt.)	Illinois	2012	5528
Willow Springs	village (pt.)	Illinois	2013	5540
Willow Springs	village (pt.)	Illinois	2014	5539
Willow Springs	village (pt.)	Illinois	2015	5523
Des Plaines	city (pt.)	Illinois	2010	45253
Des Plaines	city (pt.)	Illinois	2011	45410
Des Plaines	city (pt.)	Illinois	2012	45566
Des Plaines	city (pt.)	Illinois	2013	45663
Des Plaines	city (pt.)	Illinois	2014	45646
Des Plaines	city (pt.)	Illinois	2015	45415
Glenview	village (pt.)	Illinois	2010	4210
Glenview	village (pt.)	Illinois	2011	4222
Glenview	village (pt.)	Illinois	2012	4236
Glenview	village (pt.)	Illinois	2013	4276
Glenview	village (pt.)	Illinois	2014	4403
Glenview	village (pt.)	Illinois	2015	4466
Morton Gro	village (pt.)	Illinois	2010	5911
Morton Gro	village (pt.)	Illinois	2011	5932
Morton Gro	village (pt.)	Illinois	2012	5958
Morton Gro	village (pt.)	Illinois	2013	5973
Morton Gro	village (pt.)	Illinois	2014	5967
Morton Gro	village (pt.)	Illinois	2015	5952
Niles	village (pt.)	Illinois	2010	20692
Niles	village (pt.)	Illinois	2011	20748
Niles	village (pt.)	Illinois	2012	20799
Niles	village (pt.)	Illinois	2013	20838
Niles	village (pt.)	Illinois	2014	20822
Niles	village (pt.)	Illinois	2015	20726
Park Ridge	city (pt.)	Illinois	2010	31501
Park Ridge	city (pt.)	Illinois	2011	31581
Park Ridge	city (pt.)	Illinois	2012	31686
Park Ridge	city (pt.)	Illinois	2013	31797
Park Ridge	city (pt.)	Illinois	2014	31796
Park Ridge	city (pt.)	Illinois	2015	31702
Rosemon	village (pt.)	Illinois	2010	1844
Rosemon	village (pt.)	Illinois	2011	1849
Rosemon	village (pt.)	Illinois	2012	1854
Rosemon	village (pt.)	Illinois	2013	1857
Rosemon	village (pt.)	Illinois	2014	1855
Rosemon	village (pt.)	Illinois	2015	1846
Glenco	village (pt.)	Illinois	2010	8733
Glenco	village (pt.)	Illinois	2011	8777
Glenco	village (pt.)	Illinois	2012	8819
Glenco	village (pt.)	Illinois	2013	8863
Glenco	village (pt.)	Illinois	2014	8926
Glenco	village (pt.)	Illinois	2015	8945
Glenview	village (pt.)	Illinois	2010	2905
Glenview	village (pt.)	Illinois	2011	2914
Glenview	village (pt.)	Illinois	2012	2923
Glenview	village (pt.)	Illinois	2013	2950
Glenview	village (pt.)	Illinois	2014	3035
Glenview	village (pt.)	Illinois	2015	3079
Northfield	village (pt.)	Illinois	2010	1747
Northfield	village (pt.)	Illinois	2011	1752
Northfield	village (pt.)	Illinois	2012	1761
Northfield	village (pt.)	Illinois	2013	1767
Northfield	village (pt.)	Illinois	2014	1768
Northfield	village (pt.)	Illinois	2015	1765
Wilm	village (pt.)	Illinois	2010	26991
Wilm	village (pt.)	Illinois	2011	27098
Wilm	village (pt.)	Illinois	2012	27185
Wilm	village (pt.)	Illinois	2013	27275
Wilm	village (pt.)	Illinois	2014	27336
Wilm	village (pt.)	Illinois	2015	27293
Glenview	village (pt.)	Illinois	2010	1521
Glenview	village (pt.)	Illinois	2011	1524
Glenview	village (pt.)	Illinois	2012	1530
Glenview	village (pt.)	Illinois	2013	1543
Glenview	village (pt.)	Illinois	2014	1590
Glenview	village (pt.)	Illinois	2015	1612
Morton Gro	village (pt.)	Illinois	2010	17386
Morton Gro	village (pt.)	Illinois	2011	17446
Morton Gro	village (pt.)	Illinois	2012	17516
Morton Gro	village (pt.)	Illinois	2013	17556
Morton Gro	village (pt.)	Illinois	2014	17540
Morton Gro	village (pt.)	Illinois	2015	17496
Niles	village (pt.)	Illinois	2010	9135
Niles	village (pt.)	Illinois	2011	9159
Niles	village (pt.)	Illinois	2012	9179
Niles	village (pt.)	Illinois	2013	9197
Niles	village (pt.)	Illinois	2014	9192
Niles	village (pt.)	Illinois	2015	9150
Deerfield	village (pt.)	Illinois	2010	172
Deerfield	village (pt.)	Illinois	2011	173
Deerfield	village (pt.)	Illinois	2012	173
Deerfield	village (pt.)	Illinois	2013	174
Deerfield	village (pt.)	Illinois	2014	175
Deerfield	village (pt.)	Illinois	2015	180
Glenview	village (pt.)	Illinois	2010	36105
Glenview	village (pt.)	Illinois	2011	36222
Glenview	village (pt.)	Illinois	2012	36347
Glenview	village (pt.)	Illinois	2013	36684
Glenview	village (pt.)	Illinois	2014	37756
Glenview	village (pt.)	Illinois	2015	38289
Northbrook	village (pt.)	Illinois	2010	32774
Northbrook	village (pt.)	Illinois	2011	32914
Northbrook	village (pt.)	Illinois	2012	33041
Northbrook	village (pt.)	Illinois	2013	33166
Northbrook	village (pt.)	Illinois	2014	33225
Northbrook	village (pt.)	Illinois	2015	33177
Northfield	village (pt.)	Illinois	2010	3686
Northfield	village (pt.)	Illinois	2011	3696
Northfield	village (pt.)	Illinois	2012	3713
Northfield	village (pt.)	Illinois	2013	3723
Northfield	village (pt.)	Illinois	2014	3724
Northfield	village (pt.)	Illinois	2015	3719
Prospect Heights	city (pt.)	Illinois	2010	4
Prospect Heights	city (pt.)	Illinois	2011	4
Prospect Heights	city (pt.)	Illinois	2012	4
Prospect Heights	city (pt.)	Illinois	2013	4
Prospect Heights	city (pt.)	Illinois	2014	4
Prospect Heights	city (pt.)	Illinois	2015	4
Wilm	village (pt.)	Illinois	2010	119
Wilm	village (pt.)	Illinois	2011	120
Wilm	village (pt.)	Illinois	2012	120
Wilm	village (pt.)	Illinois	2013	120
Wilm	village (pt.)	Illinois	2014	121
Wilm	village (pt.)	Illinois	2015	120
Norrid	village (pt.)	Illinois	2010	12708
Norrid	village (pt.)	Illinois	2011	12739
Norrid	village (pt.)	Illinois	2012	12775
Norrid	village (pt.)	Illinois	2013	12801
Norrid	village (pt.)	Illinois	2014	12788
Norrid	village (pt.)	Illinois	2015	12736
Park Ridge	city (pt.)	Illinois	2010	4002
Park Ridge	city (pt.)	Illinois	2011	4010
Park Ridge	city (pt.)	Illinois	2012	4023
Park Ridge	city (pt.)	Illinois	2013	4036
Park Ridge	city (pt.)	Illinois	2014	4035
Park Ridge	city (pt.)	Illinois	2015	4021
Orland Park	village (pt.)	Illinois	2010	55019
Orland Park	village (pt.)	Illinois	2011	55287
Orland Park	village (pt.)	Illinois	2012	55537
Orland Park	village (pt.)	Illinois	2013	56766
Orland Park	village (pt.)	Illinois	2014	56907
Orland Park	village (pt.)	Illinois	2015	56867
Tinley Park	village (pt.)	Illinois	2010	30513
Tinley Park	village (pt.)	Illinois	2011	30625
Tinley Park	village (pt.)	Illinois	2012	30733
Tinley Park	village (pt.)	Illinois	2013	30827
Tinley Park	village (pt.)	Illinois	2014	30847
Tinley Park	village (pt.)	Illinois	2015	30764
Arlington Heights	village (pt.)	Illinois	2010	735
Arlington Heights	village (pt.)	Illinois	2011	738
Arlington Heights	village (pt.)	Illinois	2012	743
Arlington Heights	village (pt.)	Illinois	2013	745
Arlington Heights	village (pt.)	Illinois	2014	745
Arlington Heights	village (pt.)	Illinois	2015	745
Barrington	village (pt.)	Illinois	2010	1091
Barrington	village (pt.)	Illinois	2011	1096
Barrington	village (pt.)	Illinois	2012	1100
Barrington	village (pt.)	Illinois	2013	1104
Barrington	village (pt.)	Illinois	2014	1107
Barrington	village (pt.)	Illinois	2015	1106
Deer Park	village (pt.)	Illinois	2010	19
Deer Park	village (pt.)	Illinois	2011	19
Deer Park	village (pt.)	Illinois	2012	19
Deer Park	village (pt.)	Illinois	2013	19
Deer Park	village (pt.)	Illinois	2014	19
Deer Park	village (pt.)	Illinois	2015	23
Hoffman Estates	village (pt.)	Illinois	2010	10749
Hoffman Estates	village (pt.)	Illinois	2011	10787
Hoffman Estates	village (pt.)	Illinois	2012	10821
Hoffman Estates	village (pt.)	Illinois	2013	10848
Hoffman Estates	village (pt.)	Illinois	2014	10843
Hoffman Estates	village (pt.)	Illinois	2015	10797
Inverness	village (pt.)	Illinois	2010	5717
Inverness	village (pt.)	Illinois	2011	5733
Inverness	village (pt.)	Illinois	2012	5778
Inverness	village (pt.)	Illinois	2013	5823
Inverness	village (pt.)	Illinois	2014	5859
Inverness	village (pt.)	Illinois	2015	5850
Palatin	village (pt.)	Illinois	2010	68573
Palatin	village (pt.)	Illinois	2011	68807
Palatin	village (pt.)	Illinois	2012	69074
Palatin	village (pt.)	Illinois	2013	69306
Palatin	village (pt.)	Illinois	2014	69370
Palatin	village (pt.)	Illinois	2015	69265
Rolling Meadows	city (pt.)	Illinois	2010	15043
Rolling Meadows	city (pt.)	Illinois	2011	15083
Rolling Meadows	city (pt.)	Illinois	2012	15124
Rolling Meadows	city (pt.)	Illinois	2013	15154
Rolling Meadows	city (pt.)	Illinois	2014	15149
Rolling Meadows	city (pt.)	Illinois	2015	15087
Schaumbur	village (pt.)	Illinois	2010	4027
Schaumbur	village (pt.)	Illinois	2011	4040
Schaumbur	village (pt.)	Illinois	2012	4052
Schaumbur	village (pt.)	Illinois	2013	4062
Schaumbur	village (pt.)	Illinois	2014	4064
Schaumbur	village (pt.)	Illinois	2015	4052
South Barrington	village (pt.)	Illinois	2010	121
South Barrington	village (pt.)	Illinois	2011	122
South Barrington	village (pt.)	Illinois	2012	122
South Barrington	village (pt.)	Illinois	2013	123
South Barrington	village (pt.)	Illinois	2014	125
South Barrington	village (pt.)	Illinois	2015	127
Bridgeview	village (pt.)	Illinois	2010	4233
Bridgeview	village (pt.)	Illinois	2011	4234
Bridgeview	village (pt.)	Illinois	2012	4228
Bridgeview	village (pt.)	Illinois	2013	4220
Bridgeview	village (pt.)	Illinois	2014	4202
Bridgeview	village (pt.)	Illinois	2015	4170
Hickory Hills	city (pt.)	Illinois	2010	12127
Hickory Hills	city (pt.)	Illinois	2011	12161
Hickory Hills	city (pt.)	Illinois	2012	12193
Hickory Hills	city (pt.)	Illinois	2013	12231
Hickory Hills	city (pt.)	Illinois	2014	12230
Hickory Hills	city (pt.)	Illinois	2015	12178
Orland Park	village (pt.)	Illinois	2010	1511
Orland Park	village (pt.)	Illinois	2011	1520
Orland Park	village (pt.)	Illinois	2012	1526
Orland Park	village (pt.)	Illinois	2013	1558
Orland Park	village (pt.)	Illinois	2014	1562
Orland Park	village (pt.)	Illinois	2015	1562
Palos Heights	city (pt.)	Illinois	2010	5902
Palos Heights	city (pt.)	Illinois	2011	5921
Palos Heights	city (pt.)	Illinois	2012	5936
Palos Heights	city (pt.)	Illinois	2013	5948
Palos Heights	city (pt.)	Illinois	2014	5943
Palos Heights	city (pt.)	Illinois	2015	5917
Palos Park	village (pt.)	Illinois	2010	4656
Palos Park	village (pt.)	Illinois	2011	4677
Palos Park	village (pt.)	Illinois	2012	4697
Palos Park	village (pt.)	Illinois	2013	4708
Palos Park	village (pt.)	Illinois	2014	4708
Palos Park	village (pt.)	Illinois	2015	4687
Willow Springs	village (pt.)	Illinois	2010	170
Willow Springs	village (pt.)	Illinois	2011	171
Willow Springs	village (pt.)	Illinois	2012	172
Willow Springs	village (pt.)	Illinois	2013	172
Willow Springs	village (pt.)	Illinois	2014	172
Willow Springs	village (pt.)	Illinois	2015	172
Worth	village (pt.)	Illinois	2010	2826
Worth	village (pt.)	Illinois	2011	2831
Worth	village (pt.)	Illinois	2012	2836
Worth	village (pt.)	Illinois	2013	2839
Worth	village (pt.)	Illinois	2014	2833
Worth	village (pt.)	Illinois	2015	2817
Brookfield	village (pt.)	Illinois	2010	9184
Brookfield	village (pt.)	Illinois	2011	9197
Brookfield	village (pt.)	Illinois	2012	9209
Brookfield	village (pt.)	Illinois	2013	9215
Brookfield	village (pt.)	Illinois	2014	9198
Brookfield	village (pt.)	Illinois	2015	9155
Melrose Park	village (pt.)	Illinois	2010	22872
Melrose Park	village (pt.)	Illinois	2011	22917
Melrose Park	village (pt.)	Illinois	2012	22961
Melrose Park	village (pt.)	Illinois	2013	22995
Melrose Park	village (pt.)	Illinois	2014	22946
Melrose Park	village (pt.)	Illinois	2015	22816
Northlake	city (pt.)	Illinois	2010	2971
Northlake	city (pt.)	Illinois	2011	2978
Northlake	city (pt.)	Illinois	2012	2983
Northlake	city (pt.)	Illinois	2013	2987
Northlake	city (pt.)	Illinois	2014	2983
Northlake	city (pt.)	Illinois	2015	2967
North Riversid	village (pt.)	Illinois	2010	1701
North Riversid	village (pt.)	Illinois	2011	1706
North Riversid	village (pt.)	Illinois	2012	1710
North Riversid	village (pt.)	Illinois	2013	1714
North Riversid	village (pt.)	Illinois	2014	1712
North Riversid	village (pt.)	Illinois	2015	1704
Oak Brook	village (pt.)	Illinois	2010	7
Oak Brook	village (pt.)	Illinois	2011	7
Oak Brook	village (pt.)	Illinois	2012	7
Oak Brook	village (pt.)	Illinois	2013	7
Oak Brook	village (pt.)	Illinois	2014	7
Oak Brook	village (pt.)	Illinois	2015	7
Western Springs	village (pt.)	Illinois	2010	543
Western Springs	village (pt.)	Illinois	2011	545
Western Springs	village (pt.)	Illinois	2012	547
Western Springs	village (pt.)	Illinois	2013	549
Western Springs	village (pt.)	Illinois	2014	552
Western Springs	village (pt.)	Illinois	2015	556
Country Club Hills	city (pt.)	Illinois	2010	7055
Country Club Hills	city (pt.)	Illinois	2011	7076
Country Club Hills	city (pt.)	Illinois	2012	7181
Country Club Hills	city (pt.)	Illinois	2013	7197
Country Club Hills	city (pt.)	Illinois	2014	7192
Country Club Hills	city (pt.)	Illinois	2015	7159
Flossmoor	village (pt.)	Illinois	2010	7265
Flossmoor	village (pt.)	Illinois	2011	7284
Flossmoor	village (pt.)	Illinois	2012	7302
Flossmoor	village (pt.)	Illinois	2013	7316
Flossmoor	village (pt.)	Illinois	2014	7311
Flossmoor	village (pt.)	Illinois	2015	7276
Hazel Cres	village (pt.)	Illinois	2010	1810
Hazel Cres	village (pt.)	Illinois	2011	1815
Hazel Cres	village (pt.)	Illinois	2012	1820
Hazel Cres	village (pt.)	Illinois	2013	1823
Hazel Cres	village (pt.)	Illinois	2014	1821
Hazel Cres	village (pt.)	Illinois	2015	1813
Homewood	village (pt.)	Illinois	2010	2581
Homewood	village (pt.)	Illinois	2011	2587
Homewood	village (pt.)	Illinois	2012	2592
Homewood	village (pt.)	Illinois	2013	2596
Homewood	village (pt.)	Illinois	2014	2600
Homewood	village (pt.)	Illinois	2015	2586
Matteson	village (pt.)	Illinois	2010	19041
Matteson	village (pt.)	Illinois	2011	19107
Matteson	village (pt.)	Illinois	2012	19152
Matteson	village (pt.)	Illinois	2013	19186
Matteson	village (pt.)	Illinois	2014	19179
Matteson	village (pt.)	Illinois	2015	19195
Olympia Fields	village (pt.)	Illinois	2010	4476
Olympia Fields	village (pt.)	Illinois	2011	4492
Olympia Fields	village (pt.)	Illinois	2012	4512
Olympia Fields	village (pt.)	Illinois	2013	4522
Olympia Fields	village (pt.)	Illinois	2014	4523
Olympia Fields	village (pt.)	Illinois	2015	4503
Park Fores	village (pt.)	Illinois	2010	15345
Park Fores	village (pt.)	Illinois	2011	15406
Park Fores	village (pt.)	Illinois	2012	15431
Park Fores	village (pt.)	Illinois	2013	15460
Park Fores	village (pt.)	Illinois	2014	15437
Park Fores	village (pt.)	Illinois	2015	15356
Tinley Park	village (pt.)	Illinois	2010	2739
Tinley Park	village (pt.)	Illinois	2011	2750
Tinley Park	village (pt.)	Illinois	2012	2761
Tinley Park	village (pt.)	Illinois	2013	2770
Tinley Park	village (pt.)	Illinois	2014	2773
Tinley Park	village (pt.)	Illinois	2015	2765
University Park	village (pt.)	Illinois	2010	273
University Park	village (pt.)	Illinois	2011	274
University Park	village (pt.)	Illinois	2012	275
University Park	village (pt.)	Illinois	2013	276
University Park	village (pt.)	Illinois	2014	277
University Park	village (pt.)	Illinois	2015	276
Brookfield	village (pt.)	Illinois	2010	1568
Brookfield	village (pt.)	Illinois	2011	1569
Brookfield	village (pt.)	Illinois	2012	1570
Brookfield	village (pt.)	Illinois	2013	1570
Brookfield	village (pt.)	Illinois	2014	1566
Brookfield	village (pt.)	Illinois	2015	1559
Lyons	village (pt.)	Illinois	2010	185
Lyons	village (pt.)	Illinois	2011	186
Lyons	village (pt.)	Illinois	2012	187
Lyons	village (pt.)	Illinois	2013	187
Lyons	village (pt.)	Illinois	2014	187
Lyons	village (pt.)	Illinois	2015	187
North Riversid	village (pt.)	Illinois	2010	4976
North Riversid	village (pt.)	Illinois	2011	4985
North Riversid	village (pt.)	Illinois	2012	4993
North Riversid	village (pt.)	Illinois	2013	4999
North Riversid	village (pt.)	Illinois	2014	4989
North Riversid	village (pt.)	Illinois	2015	4961
Riversid	village (pt.)	Illinois	2010	8765
Riversid	village (pt.)	Illinois	2011	8774
Riversid	village (pt.)	Illinois	2012	8784
Riversid	village (pt.)	Illinois	2013	8792
Riversid	village (pt.)	Illinois	2014	8768
Riversid	village (pt.)	Illinois	2015	8719
Elk Grove V	village (pt.)	Illinois	2010	11033
Elk Grove V	village (pt.)	Illinois	2011	11069
Elk Grove V	village (pt.)	Illinois	2012	11101
Elk Grove V	village (pt.)	Illinois	2013	11129
Elk Grove V	village (pt.)	Illinois	2014	11123
Elk Grove V	village (pt.)	Illinois	2015	11074
Hanover Park	village (pt.)	Illinois	2010	9900
Hanover Park	village (pt.)	Illinois	2011	9944
Hanover Park	village (pt.)	Illinois	2012	9983
Hanover Park	village (pt.)	Illinois	2013	10016
Hanover Park	village (pt.)	Illinois	2014	10020
Hanover Park	village (pt.)	Illinois	2015	9973
Hoffman Estates	village (pt.)	Illinois	2010	33948
Hoffman Estates	village (pt.)	Illinois	2011	34061
Hoffman Estates	village (pt.)	Illinois	2012	34154
Hoffman Estates	village (pt.)	Illinois	2013	34226
Hoffman Estates	village (pt.)	Illinois	2014	34202
Hoffman Estates	village (pt.)	Illinois	2015	34047
Rolling Meadows	city (pt.)	Illinois	2010	1710
Rolling Meadows	city (pt.)	Illinois	2011	1714
Rolling Meadows	city (pt.)	Illinois	2012	1717
Rolling Meadows	city (pt.)	Illinois	2013	1720
Rolling Meadows	city (pt.)	Illinois	2014	1720
Rolling Meadows	city (pt.)	Illinois	2015	1715
Ros	village (pt.)	Illinois	2010	3746
Ros	village (pt.)	Illinois	2011	3759
Ros	village (pt.)	Illinois	2012	3771
Ros	village (pt.)	Illinois	2013	3784
Ros	village (pt.)	Illinois	2014	3788
Ros	village (pt.)	Illinois	2015	3777
Schaumbur	village (pt.)	Illinois	2010	67837
Schaumbur	village (pt.)	Illinois	2011	68039
Schaumbur	village (pt.)	Illinois	2012	68232
Schaumbur	village (pt.)	Illinois	2013	68387
Schaumbur	village (pt.)	Illinois	2014	68403
Schaumbur	village (pt.)	Illinois	2015	68190
Streamwood	village (pt.)	Illinois	2010	1471
Streamwood	village (pt.)	Illinois	2011	1477
Streamwood	village (pt.)	Illinois	2012	1482
Streamwood	village (pt.)	Illinois	2013	1487
Streamwood	village (pt.)	Illinois	2014	1488
Streamwood	village (pt.)	Illinois	2015	1496
Bedford Park	village (pt.)	Illinois	2010	8
Bedford Park	village (pt.)	Illinois	2011	8
Bedford Park	village (pt.)	Illinois	2012	8
Bedford Park	village (pt.)	Illinois	2013	8
Bedford Park	village (pt.)	Illinois	2014	8
Bedford Park	village (pt.)	Illinois	2015	8
Bridgeview	village (pt.)	Illinois	2010	324
Bridgeview	village (pt.)	Illinois	2011	326
Bridgeview	village (pt.)	Illinois	2012	327
Bridgeview	village (pt.)	Illinois	2013	328
Bridgeview	village (pt.)	Illinois	2014	328
Bridgeview	village (pt.)	Illinois	2015	327
Blue Island	city (pt.)	Illinois	2010	1293
Blue Island	city (pt.)	Illinois	2011	1293
Blue Island	city (pt.)	Illinois	2012	1293
Blue Island	city (pt.)	Illinois	2013	1292
Blue Island	city (pt.)	Illinois	2014	1287
Blue Island	city (pt.)	Illinois	2015	1277
Glenwood	village (pt.)	Illinois	2010	867
Glenwood	village (pt.)	Illinois	2011	869
Glenwood	village (pt.)	Illinois	2012	870
Glenwood	village (pt.)	Illinois	2013	871
Glenwood	village (pt.)	Illinois	2014	870
Glenwood	village (pt.)	Illinois	2015	865
Harve	city (pt.)	Illinois	2010	23238
Harve	city (pt.)	Illinois	2011	23284
Harve	city (pt.)	Illinois	2012	23326
Harve	city (pt.)	Illinois	2013	23355
